year,value,anomaly,month,state,type
1895,.21,0.32,01,NY,drought
1896,-2.14,-2.03,01,NY,drought
1897,-1.8,-1.69,01,NY,drought
1898,1.82,1.93,01,NY,drought
1899,1.26,1.37,01,NY,drought
1900,.47,0.58,01,NY,drought
1901,-2.08,-1.97,01,NY,drought
1902,1.39,1.50,01,NY,drought
1903,2.07,2.18,01,NY,drought
1904,2.5,2.61,01,NY,drought
1905,-.86,-0.75,01,NY,drought
1906,-.63,-0.52,01,NY,drought
1907,-.22,-0.11,01,NY,drought
1908,1.9,2.01,01,NY,drought
1909,-3.91,-3.80,01,NY,drought
1910,-2.56,-2.45,01,NY,drought
1911,-2.4,-2.29,01,NY,drought
1912,-1.96,-1.85,01,NY,drought
1913,1.63,1.74,01,NY,drought
1914,-2.22,-2.11,01,NY,drought
1915,.87,0.98,01,NY,drought
1916,1.83,1.94,01,NY,drought
1917,-1.55,-1.44,01,NY,drought
1918,-1.13,-1.02,01,NY,drought
1919,-.85,-0.74,01,NY,drought
1920,-.87,-0.76,01,NY,drought
1921,-.56,-0.45,01,NY,drought
1922,-.77,-0.66,01,NY,drought
1923,-1.16,-1.05,01,NY,drought
1924,-1.03,-0.92,01,NY,drought
1925,.37,0.48,01,NY,drought
1926,-.66,-0.55,01,NY,drought
1927,-.76,-0.65,01,NY,drought
1928,3.01,3.12,01,NY,drought
1929,1.2,1.31,01,NY,drought
1930,.58,0.69,01,NY,drought
1931,-4.24,-4.13,01,NY,drought
1932,.87,0.98,01,NY,drought
1933,-1.13,-1.02,01,NY,drought
1934,-.5,-0.39,01,NY,drought
1935,-1.72,-1.61,01,NY,drought
1936,.4,0.51,01,NY,drought
1937,1.19,1.30,01,NY,drought
1938,.08,0.19,01,NY,drought
1939,-.92,-0.81,01,NY,drought
1940,-3.87,-3.76,01,NY,drought
1941,-.59,-0.48,01,NY,drought
1942,-3.6,-3.49,01,NY,drought
1943,1.82,1.93,01,NY,drought
1944,-1.6,-1.49,01,NY,drought
1945,.42,0.53,01,NY,drought
1946,-.96,-0.85,01,NY,drought
1947,.82,0.93,01,NY,drought
1948,-2.19,-2.08,01,NY,drought
1949,1.1,1.21,01,NY,drought
1950,.74,0.85,01,NY,drought
1951,1.3,1.41,01,NY,drought
1952,2.32,2.43,01,NY,drought
1953,.86,0.97,01,NY,drought
1954,.04,0.15,01,NY,drought
1955,-.89,-0.78,01,NY,drought
1956,.83,0.94,01,NY,drought
1957,-.8,-0.69,01,NY,drought
1958,1.15,1.26,01,NY,drought
1959,-.2,-0.09,01,NY,drought
1960,2.15,2.26,01,NY,drought
1961,-2.44,-2.33,01,NY,drought
1962,-2.01,-1.90,01,NY,drought
1963,-2.01,-1.90,01,NY,drought
1964,-2.81,-2.70,01,NY,drought
1965,-5.24,-5.13,01,NY,drought
1966,-3.24,-3.13,01,NY,drought
1967,-2.99,-2.88,01,NY,drought
1968,-.47,-0.36,01,NY,drought
1969,-.21,-0.10,01,NY,drought
1970,-.84,-0.73,01,NY,drought
1971,.35,0.46,01,NY,drought
1972,-.95,-0.84,01,NY,drought
1973,4,4.11,01,NY,drought
1974,1.43,1.54,01,NY,drought
1975,2.06,2.17,01,NY,drought
1976,3.43,3.54,01,NY,drought
1977,2.86,2.97,01,NY,drought
1978,6.69,6.80,01,NY,drought
1979,2.29,2.40,01,NY,drought
1980,-1.31,-1.20,01,NY,drought
1981,-2.12,-2.01,01,NY,drought
1982,-.37,-0.26,01,NY,drought
1983,-1.71,-1.60,01,NY,drought
1984,.97,1.08,01,NY,drought
1985,-1.15,-1.04,01,NY,drought
1986,-.15,-0.04,01,NY,drought
1987,2.88,2.99,01,NY,drought
1988,-1.15,-1.04,01,NY,drought
1989,-1.96,-1.85,01,NY,drought
1990,1.93,2.04,01,NY,drought
1991,-.14,-0.03,01,NY,drought
1992,-2.31,-2.20,01,NY,drought
1993,2.57,2.68,01,NY,drought
1994,1.3,1.41,01,NY,drought
1995,-.44,-0.33,01,NY,drought
1996,2.16,2.27,01,NY,drought
1997,4.14,4.25,01,NY,drought
1998,2.65,2.76,01,NY,drought
1999,-.65,-0.54,01,NY,drought
2000,.39,0.50,01,NY,drought
2001,-.77,-0.66,01,NY,drought
2002,-3.42,-3.31,01,NY,drought
2003,.63,0.74,01,NY,drought
2004,3.14,3.25,01,NY,drought
2005,3.76,3.87,01,NY,drought
2006,2.95,3.06,01,NY,drought
2007,3.99,4.10,01,NY,drought
2008,1.16,1.27,01,NY,drought
2009,3.03,3.14,01,NY,drought
2010,-.6,-0.49,01,NY,drought
2011,1.21,1.32,01,NY,drought
2012,.41,0.52,01,NY,drought
2013,-.36,-0.25,01,NY,drought
2014,1.91,2.02,01,NY,drought
2015,-.46,-0.35,01,NY,drought
1895,-.49,-0.38,02,NY,drought
