year,value,anomaly,month,state,type
1895,.78,0.54,01,WV,drought
1896,-4.47,-4.71,01,WV,drought
1897,-1.34,-1.58,01,WV,drought
1898,1.37,1.13,01,WV,drought
1899,1.51,1.27,01,WV,drought
1900,-2.92,-3.16,01,WV,drought
1901,-3.19,-3.43,01,WV,drought
1902,2.22,1.98,01,WV,drought
1903,.85,0.61,01,WV,drought
1904,-2.12,-2.36,01,WV,drought
1905,-3.77,-4.01,01,WV,drought
1906,1.34,1.10,01,WV,drought
1907,2.48,2.24,01,WV,drought
1908,3.71,3.47,01,WV,drought
1909,.01,-0.23,01,WV,drought
1910,1.21,0.97,01,WV,drought
1911,1.4,1.16,01,WV,drought
1912,1.73,1.49,01,WV,drought
1913,2.03,1.79,01,WV,drought
1914,1.6,1.36,01,WV,drought
1915,1.8,1.56,01,WV,drought
1916,2.46,2.22,01,WV,drought
1917,2.06,1.82,01,WV,drought
1918,1.42,1.18,01,WV,drought
1919,1.5,1.26,01,WV,drought
1920,3.24,3.00,01,WV,drought
1921,-.73,-0.97,01,WV,drought
1922,1.98,1.74,01,WV,drought
1923,1.31,1.07,01,WV,drought
1924,1.43,1.19,01,WV,drought
1925,-.72,-0.96,01,WV,drought
1926,1.31,1.07,01,WV,drought
1927,3.54,3.30,01,WV,drought
1928,2.12,1.88,01,WV,drought
1929,-.54,-0.78,01,WV,drought
1930,-.9,-1.14,01,WV,drought
1931,-7.89,-8.13,01,WV,drought
1932,.48,0.24,01,WV,drought
1933,.87,0.63,01,WV,drought
1934,-1,-1.24,01,WV,drought
1935,.74,0.50,01,WV,drought
1936,2.8,2.56,01,WV,drought
1937,2.41,2.17,01,WV,drought
1938,-.85,-1.09,01,WV,drought
1939,.17,-0.07,01,WV,drought
1940,-3.49,-3.73,01,WV,drought
1941,-.88,-1.12,01,WV,drought
1942,-2.81,-3.05,01,WV,drought
1943,3.13,2.89,01,WV,drought
1944,-2.37,-2.61,01,WV,drought
1945,.61,0.37,01,WV,drought
1946,-.44,-0.68,01,WV,drought
1947,-2.11,-2.35,01,WV,drought
1948,-2.6,-2.84,01,WV,drought
1949,2.94,2.70,01,WV,drought
1950,2.01,1.77,01,WV,drought
1951,3.1,2.86,01,WV,drought
1952,1.9,1.66,01,WV,drought
1953,-1.79,-2.03,01,WV,drought
1954,-4.78,-5.02,01,WV,drought
1955,1.58,1.34,01,WV,drought
1956,-3.3,-3.54,01,WV,drought
1957,2.82,2.58,01,WV,drought
1958,.48,0.24,01,WV,drought
1959,-1.14,-1.38,01,WV,drought
1960,-1.77,-2.01,01,WV,drought
1961,-2.08,-2.32,01,WV,drought
1962,1.77,1.53,01,WV,drought
1963,-.63,-0.87,01,WV,drought
1964,-2.35,-2.59,01,WV,drought
1965,.62,0.38,01,WV,drought
1966,-4.36,-4.60,01,WV,drought
1967,-1.01,-1.25,01,WV,drought
1968,-.32,-0.56,01,WV,drought
1969,-1.78,-2.02,01,WV,drought
1970,-.79,-1.03,01,WV,drought
1971,.75,0.51,01,WV,drought
1972,.62,0.38,01,WV,drought
1973,3.34,3.10,01,WV,drought
1974,2.75,2.51,01,WV,drought
