year,value,anomaly,month,state,type
1895,.42,0.57,01,MD,drought
1896,-3.13,-2.98,01,MD,drought
1897,-3.58,-3.43,01,MD,drought
1898,.02,0.17,01,MD,drought
1899,.82,0.97,01,MD,drought
1900,-1.13,-0.98,01,MD,drought
1901,-2.76,-2.61,01,MD,drought
1902,1.32,1.47,01,MD,drought
1903,2.45,2.60,01,MD,drought
1904,-.67,-0.52,01,MD,drought
1905,-.3,-0.15,01,MD,drought
1906,1.17,1.32,01,MD,drought
1907,2.03,2.18,01,MD,drought
1908,3.33,3.48,01,MD,drought
1909,-1.44,-1.29,01,MD,drought
1910,-1.51,-1.36,01,MD,drought
1911,-1.19,-1.04,01,MD,drought
1912,1.57,1.72,01,MD,drought
1913,-.57,-0.42,01,MD,drought
1914,-1.13,-0.98,01,MD,drought
1915,1.2,1.35,01,MD,drought
1916,-.79,-0.64,01,MD,drought
1917,-1.02,-0.87,01,MD,drought
1918,-.34,-0.19,01,MD,drought
1919,.11,0.26,01,MD,drought
1920,1.29,1.44,01,MD,drought
1921,-.46,-0.31,01,MD,drought
1922,.38,0.53,01,MD,drought
1923,.39,0.54,01,MD,drought
1924,.37,0.52,01,MD,drought
1925,-.44,-0.29,01,MD,drought
1926,-1.94,-1.79,01,MD,drought
1927,-.67,-0.52,01,MD,drought
1928,.46,0.61,01,MD,drought
1929,-1.57,-1.42,01,MD,drought
1930,-.38,-0.23,01,MD,drought
1931,-7.02,-6.87,01,MD,drought
1932,.55,0.70,01,MD,drought
1933,1.65,1.80,01,MD,drought
1934,-1.08,-0.93,01,MD,drought
1935,1.8,1.95,01,MD,drought
1936,3.43,3.58,01,MD,drought
1937,2.2,2.35,01,MD,drought
1938,-.85,-0.70,01,MD,drought
1939,1.38,1.53,01,MD,drought
1940,-1.1,-0.95,01,MD,drought
1941,-.36,-0.21,01,MD,drought
1942,-3.61,-3.46,01,MD,drought
1943,-.1,0.05,01,MD,drought
1944,.12,0.27,01,MD,drought
1945,.7,0.85,01,MD,drought
1946,-.6,-0.45,01,MD,drought
1947,-.91,-0.76,01,MD,drought
1948,1.01,1.16,01,MD,drought
1949,4.03,4.18,01,MD,drought
1950,-2.29,-2.14,01,MD,drought
1951,-.36,-0.21,01,MD,drought
1952,1.65,1.80,01,MD,drought
1953,1.9,2.05,01,MD,drought
1954,-2.35,-2.20,01,MD,drought
1955,-3.78,-3.63,01,MD,drought
1956,-1.2,-1.05,01,MD,drought
1957,-.14,0.01,01,MD,drought
1958,1.12,1.27,01,MD,drought
1959,-.8,-0.65,01,MD,drought
1960,.24,0.39,01,MD,drought
1961,.84,0.99,01,MD,drought
1962,-.1,0.05,01,MD,drought
1963,-1.77,-1.62,01,MD,drought
