year,value,anomaly,month,state,type
1895,1.39,1.16,01,GA,drought
1896,-1.68,-1.91,01,GA,drought
1897,-2.94,-3.17,01,GA,drought
1898,-3.43,-3.66,01,GA,drought
1899,4.85,4.62,01,GA,drought
1900,-3.35,-3.58,01,GA,drought
1901,.69,0.46,01,GA,drought
1902,1.69,1.46,01,GA,drought
1903,.6,0.37,01,GA,drought
1904,-.32,-0.55,01,GA,drought
1905,-2.49,-2.72,01,GA,drought
1906,1.61,1.38,01,GA,drought
1907,-1.53,-1.76,01,GA,drought
1908,2.17,1.94,01,GA,drought
1909,-2.7,-2.93,01,GA,drought
1910,-1.47,-1.70,01,GA,drought
1911,-1.11,-1.34,01,GA,drought
1912,2.26,2.03,01,GA,drought
1913,2.9,2.67,01,GA,drought
1914,-2.62,-2.85,01,GA,drought
1915,2.03,1.80,01,GA,drought
1916,-.89,-1.12,01,GA,drought
1917,.24,0.01,01,GA,drought
1918,-.87,-1.10,01,GA,drought
1919,1.46,1.23,01,GA,drought
1920,.89,0.66,01,GA,drought
1921,-.56,-0.79,01,GA,drought
1922,-2.22,-2.45,01,GA,drought
1923,-.14,-0.37,01,GA,drought
1924,.39,0.16,01,GA,drought
1925,3.62,3.39,01,GA,drought
1926,-2.07,-2.30,01,GA,drought
1927,-2.18,-2.41,01,GA,drought
1928,-3.31,-3.54,01,GA,drought
1929,3.02,2.79,01,GA,drought
1930,4.94,4.71,01,GA,drought
1931,-.38,-0.61,01,GA,drought
1932,-3.34,-3.57,01,GA,drought
1933,2.55,2.32,01,GA,drought
1934,-3.87,-4.10,01,GA,drought
1935,-2.45,-2.68,01,GA,drought
1936,1.52,1.29,01,GA,drought
1937,.61,0.38,01,GA,drought
1938,-1.21,-1.44,01,GA,drought
1939,-1.86,-2.09,01,GA,drought
1940,-1.66,-1.89,01,GA,drought
1941,-1.54,-1.77,01,GA,drought
1942,.79,0.56,01,GA,drought
1943,.93,0.70,01,GA,drought
1944,-1.65,-1.88,01,GA,drought
1945,-1.91,-2.14,01,GA,drought
1946,2.45,2.22,01,GA,drought
1947,.72,0.49,01,GA,drought
1948,3.54,3.31,01,GA,drought
1949,3.47,3.24,01,GA,drought
1950,-1.91,-2.14,01,GA,drought
1951,-1.01,-1.24,01,GA,drought
1952,.2,-0.03,01,GA,drought
1953,-1.8,-2.03,01,GA,drought
