year,value,anomaly,month,state,type
1895,2.1,1.59,01,WY,drought
1896,2.92,2.41,01,WY,drought
1897,2.69,2.18,01,WY,drought
1898,-1.09,-1.60,01,WY,drought
1899,.83,0.32,01,WY,drought
1900,-.88,-1.39,01,WY,drought
1901,-3.52,-4.03,01,WY,drought
1902,-3.12,-3.63,01,WY,drought
1903,-3.29,-3.80,01,WY,drought
1904,-.62,-1.13,01,WY,drought
1905,-2.18,-2.69,01,WY,drought
1906,1.11,0.60,01,WY,drought
1907,2.98,2.47,01,WY,drought
1908,-1.17,-1.68,01,WY,drought
1909,4.34,3.83,01,WY,drought
1910,3.75,3.24,01,WY,drought
1911,-3.28,-3.79,01,WY,drought
1912,.77,0.26,01,WY,drought
1913,4.25,3.74,01,WY,drought
1914,2.37,1.86,01,WY,drought
1915,-3.14,-3.65,01,WY,drought
1916,3.25,2.74,01,WY,drought
1917,1.25,0.74,01,WY,drought
1918,-1.45,-1.96,01,WY,drought
1919,-1.53,-2.04,01,WY,drought
1920,1.96,1.45,01,WY,drought
1921,.43,-0.08,01,WY,drought
1922,1.18,0.67,01,WY,drought
1923,.8,0.29,01,WY,drought
1924,5.15,4.64,01,WY,drought
1925,2.33,1.82,01,WY,drought
1926,3.46,2.95,01,WY,drought
1927,3.4,2.89,01,WY,drought
1928,5.98,5.47,01,WY,drought
1929,4.29,3.78,01,WY,drought
1930,-.24,-0.75,01,WY,drought
1931,-1.17,-1.68,01,WY,drought
1932,-2.43,-2.94,01,WY,drought
1933,-1.43,-1.94,01,WY,drought
1934,-3.59,-4.10,01,WY,drought
1935,-6.71,-7.22,01,WY,drought
1936,-3.73,-4.24,01,WY,drought
1937,-2.57,-3.08,01,WY,drought
1938,1.48,0.97,01,WY,drought
1939,-.2,-0.71,01,WY,drought
1940,-3.88,-4.39,01,WY,drought
1941,-4.05,-4.56,01,WY,drought
1942,3.45,2.94,01,WY,drought
1943,4.81,4.30,01,WY,drought
1944,.88,0.37,01,WY,drought
1945,1.53,1.02,01,WY,drought
1946,4.53,4.02,01,WY,drought
1947,4.18,3.67,01,WY,drought
1948,4.56,4.05,01,WY,drought
1949,2.62,2.11,01,WY,drought
1950,2.12,1.61,01,WY,drought
1951,2.03,1.52,01,WY,drought
1952,2.82,2.31,01,WY,drought
1953,-1.9,-2.41,01,WY,drought
1954,-2.51,-3.02,01,WY,drought
1955,-5.47,-5.98,01,WY,drought
1956,-1.91,-2.42,01,WY,drought
1957,-2.76,-3.27,01,WY,drought
1958,-.52,-1.03,01,WY,drought
1959,.22,-0.29,01,WY,drought
1960,-1.57,-2.08,01,WY,drought
1961,-5.01,-5.52,01,WY,drought
1962,2.24,1.73,01,WY,drought
1963,-1.36,-1.87,01,WY,drought
1964,-1.63,-2.14,01,WY,drought
1965,1.64,1.13,01,WY,drought
1966,-1.29,-1.80,01,WY,drought
1967,-.2,-0.71,01,WY,drought
1968,2.46,1.95,01,WY,drought
1969,3.43,2.92,01,WY,drought
1970,.66,0.15,01,WY,drought
1971,2.23,1.72,01,WY,drought
1972,3.94,3.43,01,WY,drought
1973,2.94,2.43,01,WY,drought
1974,3.87,3.36,01,WY,drought
1975,.17,-0.34,01,WY,drought
1976,1.58,1.07,01,WY,drought
1977,-1.97,-2.48,01,WY,drought
1978,.6,0.09,01,WY,drought
1979,1.94,1.43,01,WY,drought
1980,.69,0.18,01,WY,drought
1981,-1.58,-2.09,01,WY,drought
1982,.63,0.12,01,WY,drought
1983,4.36,3.85,01,WY,drought
1984,5.05,4.54,01,WY,drought
1985,-.45,-0.96,01,WY,drought
1986,.87,0.36,01,WY,drought
1987,-.57,-1.08,01,WY,drought
1988,-1.35,-1.86,01,WY,drought
1989,-4.93,-5.44,01,WY,drought
1990,-3.15,-3.66,01,WY,drought
1991,-2.53,-3.04,01,WY,drought
1992,-1.01,-1.52,01,WY,drought
1993,.16,-0.35,01,WY,drought
1994,3.4,2.89,01,WY,drought
1995,1.73,1.22,01,WY,drought
1996,4.83,4.32,01,WY,drought
1997,3.72,3.21,01,WY,drought
1998,3.46,2.95,01,WY,drought
1999,4.66,4.15,01,WY,drought
