year,value,anomaly,month,state,type
1895,1.47,0.99,01,US,drought
1896,.28,-0.20,01,US,drought
1897,1.25,0.77,01,US,drought
1898,-1.88,-2.36,01,US,drought
1899,2.11,1.63,01,US,drought
1900,-1.81,-2.29,01,US,drought
1901,-.72,-1.20,01,US,drought
1902,-3.7,-4.18,01,US,drought
1903,2.18,1.70,01,US,drought
1904,-1.65,-2.13,01,US,drought
1905,-2.7,-3.18,01,US,drought
1906,3.22,2.74,01,US,drought
1907,5.43,4.95,01,US,drought
1908,3.66,3.18,01,US,drought
1909,1.44,0.96,01,US,drought
1910,1.77,1.29,01,US,drought
1911,-4.63,-5.11,01,US,drought
1912,1.56,1.08,01,US,drought
1913,2.12,1.64,01,US,drought
1914,1.05,0.57,01,US,drought
1915,.11,-0.37,01,US,drought
1916,5.4,4.92,01,US,drought
1917,-.74,-1.22,01,US,drought
1918,-4.18,-4.66,01,US,drought
1919,.83,0.35,01,US,drought
1920,3.67,3.19,01,US,drought
1921,3.47,2.99,01,US,drought
1922,-2.07,-2.55,01,US,drought
1923,-2.35,-2.83,01,US,drought
1924,2.8,2.32,01,US,drought
1925,-2.23,-2.71,01,US,drought
1926,1.33,0.85,01,US,drought
1927,2.5,2.02,01,US,drought
1928,2.74,2.26,01,US,drought
1929,2.33,1.85,01,US,drought
1930,.83,0.35,01,US,drought
1931,-4.14,-4.62,01,US,drought
1932,1.13,0.65,01,US,drought
1933,1.06,0.58,01,US,drought
1934,-5.04,-5.52,01,US,drought
1935,-6.27,-6.75,01,US,drought
1936,-1.97,-2.45,01,US,drought
1937,-4.34,-4.82,01,US,drought
1938,.17,-0.31,01,US,drought
1939,-2.5,-2.98,01,US,drought
1940,-6.93,-7.41,01,US,drought
1941,.82,0.34,01,US,drought
1942,3.53,3.05,01,US,drought
1943,3.57,3.09,01,US,drought
1944,-3.63,-4.11,01,US,drought
1945,-1.19,-1.67,01,US,drought
1946,3.86,3.38,01,US,drought
1947,3.36,2.88,01,US,drought
1948,.83,0.35,01,US,drought
1949,2.27,1.79,01,US,drought
1950,.55,0.07,01,US,drought
1951,1.48,1.00,01,US,drought
1952,3.19,2.71,01,US,drought
1953,-3.98,-4.46,01,US,drought
1954,-4.16,-4.64,01,US,drought
1955,-5.9,-6.38,01,US,drought
1956,-3.27,-3.75,01,US,drought
1957,-6.24,-6.72,01,US,drought
1958,4.23,3.75,01,US,drought
1959,-2,-2.48,01,US,drought
1960,2.24,1.76,01,US,drought
1961,-1.83,-2.31,01,US,drought
1962,2.08,1.60,01,US,drought
1963,-2.05,-2.53,01,US,drought
1964,-4.54,-5.02,01,US,drought
1965,.88,0.40,01,US,drought
1966,-1.01,-1.49,01,US,drought
1967,-2.62,-3.10,01,US,drought
1968,2.29,1.81,01,US,drought
1969,3.72,3.24,01,US,drought
1970,2.1,1.62,01,US,drought
1971,1.26,0.78,01,US,drought
1972,2.49,2.01,01,US,drought
1973,4.87,4.39,01,US,drought
1974,5.97,5.49,01,US,drought
1975,2.23,1.75,01,US,drought
1976,-.1,-0.58,01,US,drought
1977,-2.32,-2.80,01,US,drought
1978,2.95,2.47,01,US,drought
1979,1.13,0.65,01,US,drought
1980,2.23,1.75,01,US,drought
1981,-4.78,-5.26,01,US,drought
1982,3.02,2.54,01,US,drought
1983,5.11,4.63,01,US,drought
1984,4.69,4.21,01,US,drought
1985,4.28,3.80,01,US,drought
1986,2.91,2.43,01,US,drought
1987,3.81,3.33,01,US,drought
1988,-1.81,-2.29,01,US,drought
1989,-4.27,-4.75,01,US,drought
1990,-1.68,-2.16,01,US,drought
1991,.77,0.29,01,US,drought
1992,1.42,0.94,01,US,drought
1993,4.34,3.86,01,US,drought
1994,4.04,3.56,01,US,drought
1995,2.69,2.21,01,US,drought
1996,3.03,2.55,01,US,drought
1997,5.61,5.13,01,US,drought
1998,4.19,3.71,01,US,drought
1999,1.21,0.73,01,US,drought
2000,-4.31,-4.79,01,US,drought
2001,-3.67,-4.15,01,US,drought
2002,-3.34,-3.82,01,US,drought
2003,.76,0.28,01,US,drought
2004,-.74,-1.22,01,US,drought
2005,4.98,4.50,01,US,drought
2006,-1.2,-1.68,01,US,drought
2007,-.84,-1.32,01,US,drought
2008,-2.38,-2.86,01,US,drought
2009,-.35,-0.83,01,US,drought
2010,4.65,4.17,01,US,drought
2011,1.05,0.57,01,US,drought
2012,-2.3,-2.78,01,US,drought
2013,-5.31,-5.79,01,US,drought
2014,.73,0.25,01,US,drought
2015,-.15,-0.63,01,US,drought
2016,3.61,3.13,01,US,drought
1895,-.45,-0.95,02,US,drought
1896,.32,-0.18,02,US,drought
1897,1.96,1.46,02,US,drought
1898,-2.03,-2.53,02,US,drought
1899,2.27,1.77,02,US,drought
1900,.61,0.11,02,US,drought
1901,-.41,-0.91,02,US,drought
1902,-3.39,-3.89,02,US,drought
1903,3.05,2.55,02,US,drought
1904,.41,-0.09,02,US,drought
1905,.14,-0.36,02,US,drought
1906,2.69,2.19,02,US,drought
1907,4.7,4.20,02,US,drought
1908,4.15,3.65,02,US,drought
1909,2.15,1.65,02,US,drought
1910,1.81,1.31,02,US,drought
1911,-4.36,-4.86,02,US,drought
1912,1.42,0.92,02,US,drought
1913,1.92,1.42,02,US,drought
1914,1.13,0.63,02,US,drought
1915,.81,0.31,02,US,drought
1916,4.72,4.22,02,US,drought
1917,-.74,-1.24,02,US,drought
1918,-4.86,-5.36,02,US,drought
1919,1.47,0.97,02,US,drought
1920,2.98,2.48,02,US,drought
1921,-.3,-0.80,02,US,drought
1922,.53,0.03,02,US,drought
1923,-.02,-0.52,02,US,drought
1924,-.16,-0.66,02,US,drought
1925,-2.37,-2.87,02,US,drought
1926,-.07,-0.57,02,US,drought
1927,2.8,2.30,02,US,drought
1928,2.35,1.85,02,US,drought
1929,2.22,1.72,02,US,drought
1930,-.52,-1.02,02,US,drought
1931,-4.66,-5.16,02,US,drought
1932,1.16,0.66,02,US,drought
1933,1.01,0.51,02,US,drought
1934,-5.8,-6.30,02,US,drought
1935,-5.96,-6.46,02,US,drought
1936,-1.06,-1.56,02,US,drought
1937,-3.57,-4.07,02,US,drought
1938,.51,0.01,02,US,drought
1939,-1.28,-1.78,02,US,drought
1940,-6.75,-7.25,02,US,drought
1941,.6,0.10,02,US,drought
1942,3.28,2.78,02,US,drought
1943,2.44,1.94,02,US,drought
1944,-3.38,-3.88,02,US,drought
1945,.72,0.22,02,US,drought
1946,3.54,3.04,02,US,drought
1947,2.2,1.70,02,US,drought
1948,1.37,0.87,02,US,drought
1949,2.54,2.04,02,US,drought
1950,.7,0.20,02,US,drought
1951,1.62,1.12,02,US,drought
1952,2.85,2.35,02,US,drought
1953,-3.54,-4.04,02,US,drought
1954,-4.61,-5.11,02,US,drought
1955,-5.86,-6.36,02,US,drought
1956,-2.23,-2.73,02,US,drought
1957,-6.58,-7.08,02,US,drought
1958,4.32,3.82,02,US,drought
1959,-1.51,-2.01,02,US,drought
1960,2.69,2.19,02,US,drought
1961,.39,-0.11,02,US,drought
1962,2.41,1.91,02,US,drought
1963,-2.52,-3.02,02,US,drought
1964,-4.6,-5.10,02,US,drought
1965,1.05,0.55,02,US,drought
1966,-.47,-0.97,02,US,drought
1967,-2.81,-3.31,02,US,drought
1968,1.65,1.15,02,US,drought
1969,3.65,3.15,02,US,drought
1970,1.53,1.03,02,US,drought
