year,value,anomaly,month,state,type
1895,.35,0.04,01,WI,drought
1896,-3.85,-4.16,01,WI,drought
1897,1.25,0.94,01,WI,drought
1898,-2.67,-2.98,01,WI,drought
1899,-.7,-1.01,01,WI,drought
1900,.17,-0.14,01,WI,drought
1901,2.87,2.56,01,WI,drought
1902,-2.84,-3.15,01,WI,drought
1903,1.49,1.18,01,WI,drought
1904,2.46,2.15,01,WI,drought
1905,2.06,1.75,01,WI,drought
1906,3.03,2.72,01,WI,drought
1907,2.19,1.88,01,WI,drought
1908,.95,0.64,01,WI,drought
1909,-2.99,-3.30,01,WI,drought
1910,1.12,0.81,01,WI,drought
1911,-6.41,-6.72,01,WI,drought
1912,2.89,2.58,01,WI,drought
1913,2.09,1.78,01,WI,drought
1914,1.45,1.14,01,WI,drought
1915,.97,0.66,01,WI,drought
1916,3.13,2.82,01,WI,drought
1917,.92,0.61,01,WI,drought
1918,.63,0.32,01,WI,drought
1919,-1.61,-1.92,01,WI,drought
1920,1.5,1.19,01,WI,drought
1921,-1.87,-2.18,01,WI,drought
1922,.12,-0.19,01,WI,drought
1923,-1.67,-1.98,01,WI,drought
1924,-3.12,-3.43,01,WI,drought
1925,-.96,-1.27,01,WI,drought
1926,.78,0.47,01,WI,drought
1927,2.92,2.61,01,WI,drought
1928,1.61,1.30,01,WI,drought
1929,3.62,3.31,01,WI,drought
1930,-2.21,-2.52,01,WI,drought
1931,-4.39,-4.70,01,WI,drought
1932,-1.51,-1.82,01,WI,drought
1933,-2.8,-3.11,01,WI,drought
1934,-4.92,-5.23,01,WI,drought
1935,2.5,2.19,01,WI,drought
1936,1.31,1.00,01,WI,drought
1937,-3.03,-3.34,01,WI,drought
1938,.3,-0.01,01,WI,drought
1939,3.41,3.10,01,WI,drought
1940,-4.01,-4.32,01,WI,drought
1941,.99,0.68,01,WI,drought
1942,1.79,1.48,01,WI,drought
1943,2.92,2.61,01,WI,drought
1944,-1.33,-1.64,01,WI,drought
1945,-2.73,-3.04,01,WI,drought
1946,2.95,2.64,01,WI,drought
1947,.69,0.38,01,WI,drought
1948,-2.25,-2.56,01,WI,drought
1949,-3.85,-4.16,01,WI,drought
1950,.75,0.44,01,WI,drought
1951,.25,-0.06,01,WI,drought
1952,3.86,3.55,01,WI,drought
1953,-.04,-0.35,01,WI,drought
1954,-2.73,-3.04,01,WI,drought
1955,-.6,-0.91,01,WI,drought
1956,-2.12,-2.43,01,WI,drought
1957,-1.76,-2.07,01,WI,drought
1958,-.89,-1.20,01,WI,drought
1959,-1.89,-2.20,01,WI,drought
1960,3.23,2.92,01,WI,drought
1961,-.85,-1.16,01,WI,drought
1962,1.48,1.17,01,WI,drought
1963,-.94,-1.25,01,WI,drought
1964,-4.78,-5.09,01,WI,drought
1965,-.04,-0.35,01,WI,drought
1966,3.32,3.01,01,WI,drought
1967,1.05,0.74,01,WI,drought
1968,-.52,-0.83,01,WI,drought
1969,4.31,4.00,01,WI,drought
1970,-1.45,-1.76,01,WI,drought
1971,2.41,2.10,01,WI,drought
1972,1.09,0.78,01,WI,drought
1973,3.61,3.30,01,WI,drought
1974,.17,-0.14,01,WI,drought
1975,.45,0.14,01,WI,drought
1976,.76,0.45,01,WI,drought
1977,-7.88,-8.19,01,WI,drought
1978,2.02,1.71,01,WI,drought
1979,3.13,2.82,01,WI,drought
1980,2.5,2.19,01,WI,drought
1981,1.45,1.14,01,WI,drought
1982,1.73,1.42,01,WI,drought
1983,3.65,3.34,01,WI,drought
1984,2.31,2.00,01,WI,drought
1985,2.73,2.42,01,WI,drought
1986,3.36,3.05,01,WI,drought
1987,-.55,-0.86,01,WI,drought
1988,.95,0.64,01,WI,drought
1989,-2.87,-3.18,01,WI,drought
1990,-3.72,-4.03,01,WI,drought
1991,1.74,1.43,01,WI,drought
1992,3.16,2.85,01,WI,drought
1993,2.63,2.32,01,WI,drought
1994,.2,-0.11,01,WI,drought
1995,-.44,-0.75,01,WI,drought
1996,2.68,2.37,01,WI,drought
1997,2.56,2.25,01,WI,drought
1998,1.12,0.81,01,WI,drought
1999,.48,0.17,01,WI,drought
2000,-1.61,-1.92,01,WI,drought
2001,1.32,1.01,01,WI,drought
2002,.82,0.51,01,WI,drought
2003,-1.01,-1.32,01,WI,drought
2004,-2.02,-2.33,01,WI,drought
2005,.87,0.56,01,WI,drought
2006,-1.53,-1.84,01,WI,drought
2007,-1.32,-1.63,01,WI,drought
2008,2.04,1.73,01,WI,drought
2009,.18,-0.13,01,WI,drought
2010,-.05,-0.36,01,WI,drought
2011,3.24,2.93,01,WI,drought
2012,-1.16,-1.47,01,WI,drought
2013,.4,0.09,01,WI,drought
2014,1.37,1.06,01,WI,drought
2015,2.45,2.14,01,WI,drought
2016,3.32,3.01,01,WI,drought
1895,-.29,-0.59,02,WI,drought
1896,-3.91,-4.21,02,WI,drought
1897,1.31,1.01,02,WI,drought
1898,-2.07,-2.37,02,WI,drought
1899,.12,-0.18,02,WI,drought
1900,.46,0.16,02,WI,drought
1901,2.39,2.09,02,WI,drought
1902,-2.37,-2.67,02,WI,drought
1903,1.4,1.10,02,WI,drought
1904,2.32,2.02,02,WI,drought
1905,1.9,1.60,02,WI,drought
1906,2.57,2.27,02,WI,drought
1907,1.7,1.40,02,WI,drought
1908,1.25,0.95,02,WI,drought
1909,.32,0.02,02,WI,drought
1910,-.12,-0.42,02,WI,drought
1911,-5.69,-5.99,02,WI,drought
1912,2.33,2.03,02,WI,drought
1913,1.92,1.62,02,WI,drought
1914,1.08,0.78,02,WI,drought
1915,1.69,1.39,02,WI,drought
1916,2.69,2.39,02,WI,drought
1917,.69,0.39,02,WI,drought
1918,.67,0.37,02,WI,drought
1919,.59,0.29,02,WI,drought
1920,1.06,0.76,02,WI,drought
1921,-1.85,-2.15,02,WI,drought
1922,1.64,1.34,02,WI,drought
1923,-1.69,-1.99,02,WI,drought
1924,-.03,-0.33,02,WI,drought
1925,-.78,-1.08,02,WI,drought
1926,1.17,0.87,02,WI,drought
1927,2.39,2.09,02,WI,drought
1928,1.8,1.50,02,WI,drought
1929,3.41,3.11,02,WI,drought
1930,-1.67,-1.97,02,WI,drought
1931,-4.43,-4.73,02,WI,drought
1932,-1.08,-1.38,02,WI,drought
1933,-2.4,-2.70,02,WI,drought
1934,-5.09,-5.39,02,WI,drought
1935,2.16,1.86,02,WI,drought
1936,1.6,1.30,02,WI,drought
1937,-2.05,-2.35,02,WI,drought
1938,.95,0.65,02,WI,drought
1939,3.58,3.28,02,WI,drought
1940,-3.8,-4.10,02,WI,drought
1941,-.15,-0.45,02,WI,drought
1942,1.32,1.02,02,WI,drought
1943,2.35,2.05,02,WI,drought
1944,.2,-0.10,02,WI,drought
1945,.67,0.37,02,WI,drought
1946,-.07,-0.37,02,WI,drought
1947,-.42,-0.72,02,WI,drought
1948,-1.54,-1.84,02,WI,drought
1949,-3.63,-3.93,02,WI,drought
1950,.65,0.35,02,WI,drought
1951,.75,0.45,02,WI,drought
1952,3.24,2.94,02,WI,drought
1953,.8,0.50,02,WI,drought
1954,-2.59,-2.89,02,WI,drought
1955,-.49,-0.79,02,WI,drought
1956,-2.22,-2.52,02,WI,drought
1957,-1.77,-2.07,02,WI,drought
1958,-1.37,-1.67,02,WI,drought
1959,-1.51,-1.81,02,WI,drought
1960,2.75,2.45,02,WI,drought
1961,.19,-0.11,02,WI,drought
1962,1.89,1.59,02,WI,drought
1963,-1.12,-1.42,02,WI,drought
1964,-5.07,-5.37,02,WI,drought
1965,.17,-0.13,02,WI,drought
1966,3.17,2.87,02,WI,drought
1967,1.03,0.73,02,WI,drought
1968,-.86,-1.16,02,WI,drought
1969,-.57,-0.87,02,WI,drought
1970,-1.76,-2.06,02,WI,drought
1971,3.26,2.96,02,WI,drought
1972,.84,0.54,02,WI,drought
1973,3.23,2.93,02,WI,drought
1974,.22,-0.08,02,WI,drought
1975,.58,0.28,02,WI,drought
1976,.98,0.68,02,WI,drought
1977,-7.81,-8.11,02,WI,drought
1978,1.39,1.09,02,WI,drought
1979,3.03,2.73,02,WI,drought
1980,-.36,-0.66,02,WI,drought
1981,2.32,2.02,02,WI,drought
1982,1.09,0.79,02,WI,drought
1983,3.44,3.14,02,WI,drought
1984,2.38,2.08,02,WI,drought
1985,2.67,2.37,02,WI,drought
1986,3.26,2.96,02,WI,drought
1987,-1.03,-1.33,02,WI,drought
1988,-.42,-0.72,02,WI,drought
1989,-2.9,-3.20,02,WI,drought
1990,-3.57,-3.87,02,WI,drought
1991,1.35,1.05,02,WI,drought
1992,2.75,2.45,02,WI,drought
1993,2.04,1.74,02,WI,drought
1994,.29,-0.01,02,WI,drought
1995,-.8,-1.10,02,WI,drought
1996,2.24,1.94,02,WI,drought
1997,2.25,1.95,02,WI,drought
1998,1.44,1.14,02,WI,drought
1999,.6,0.30,02,WI,drought
2000,-1.22,-1.52,02,WI,drought
2001,1.66,1.36,02,WI,drought
2002,1.3,1.00,02,WI,drought
2003,-1.11,-1.41,02,WI,drought
2004,.49,0.19,02,WI,drought
2005,.98,0.68,02,WI,drought
2006,-1.5,-1.80,02,WI,drought
2007,-1.07,-1.37,02,WI,drought
2008,2.28,1.98,02,WI,drought
2009,.26,-0.04,02,WI,drought
2010,-.3,-0.60,02,WI,drought
2011,3.03,2.73,02,WI,drought
2012,-.81,-1.11,02,WI,drought
2013,.82,0.52,02,WI,drought
2014,1.45,1.15,02,WI,drought
2015,1.84,1.54,02,WI,drought
2016,2.91,2.61,02,WI,drought
1895,-.99,-1.23,03,WI,drought
1896,-3.71,-3.95,03,WI,drought
1897,1.77,1.53,03,WI,drought
1898,-1.42,-1.66,03,WI,drought
1899,.45,0.21,03,WI,drought
1900,-.2,-0.44,03,WI,drought
1901,2.97,2.73,03,WI,drought
1902,-2.49,-2.73,03,WI,drought
1903,1.58,1.34,03,WI,drought
1904,2.37,2.13,03,WI,drought
1905,1.68,1.44,03,WI,drought
1906,2.68,2.44,03,WI,drought
1907,1.57,1.33,03,WI,drought
1908,1.35,1.11,03,WI,drought
1909,.03,-0.21,03,WI,drought
1910,-1.6,-1.84,03,WI,drought
1911,-5.99,-6.23,03,WI,drought
1912,1.55,1.31,03,WI,drought
1913,2.49,2.25,03,WI,drought
1914,.87,0.63,03,WI,drought
1915,-.66,-0.90,03,WI,drought
1916,2.62,2.38,03,WI,drought
1917,.99,0.75,03,WI,drought
1918,.36,0.12,03,WI,drought
1919,.52,0.28,03,WI,drought
1920,1.91,1.67,03,WI,drought
1921,-1.33,-1.57,03,WI,drought
1922,1.68,1.44,03,WI,drought
1923,-1.21,-1.45,03,WI,drought
1924,.32,0.08,03,WI,drought
1925,-1.19,-1.43,03,WI,drought
1926,1.08,0.84,03,WI,drought
1927,2.39,2.15,03,WI,drought
1928,1.46,1.22,03,WI,drought
1929,3,2.76,03,WI,drought
1930,-1.73,-1.97,03,WI,drought
1931,-4.49,-4.73,03,WI,drought
1932,-1.3,-1.54,03,WI,drought
1933,-1.98,-2.22,03,WI,drought
1934,-5.33,-5.57,03,WI,drought
1935,1.74,1.50,03,WI,drought
1936,.05,-0.19,03,WI,drought
1937,-2.5,-2.74,03,WI,drought
1938,1.28,1.04,03,WI,drought
1939,-.43,-0.67,03,WI,drought
1940,-3.94,-4.18,03,WI,drought
1941,-.37,-0.61,03,WI,drought
1942,1.66,1.42,03,WI,drought
1943,2.4,2.16,03,WI,drought
1944,.42,0.18,03,WI,drought
1945,.43,0.19,03,WI,drought
1946,-.41,-0.65,03,WI,drought
1947,-.71,-0.95,03,WI,drought
1948,-1.25,-1.49,03,WI,drought
