year,value,anomaly,month,state,type
1895,.33,-0.01,01,KS,drought
1896,1.7,1.36,01,KS,drought
1897,1.64,1.30,01,KS,drought
1898,.33,-0.01,01,KS,drought
1899,1.78,1.44,01,KS,drought
1900,-.78,-1.12,01,KS,drought
1901,-.84,-1.18,01,KS,drought
1902,-2.63,-2.97,01,KS,drought
1903,2.1,1.76,01,KS,drought
1904,2.29,1.95,01,KS,drought
1905,2.42,2.08,01,KS,drought
1906,2.04,1.70,01,KS,drought
1907,2.85,2.51,01,KS,drought
1908,1.43,1.09,01,KS,drought
1909,2.59,2.25,01,KS,drought
1910,3.71,3.37,01,KS,drought
1911,-2.68,-3.02,01,KS,drought
1912,.11,-0.23,01,KS,drought
1913,-.99,-1.33,01,KS,drought
1914,-1.79,-2.13,01,KS,drought
1915,.06,-0.28,01,KS,drought
1916,5.16,4.82,01,KS,drought
1917,-1.65,-1.99,01,KS,drought
1918,-3.17,-3.51,01,KS,drought
1919,1.32,0.98,01,KS,drought
1920,-.81,-1.15,01,KS,drought
1921,1.17,0.83,01,KS,drought
1922,-2.06,-2.40,01,KS,drought
1923,-1.61,-1.95,01,KS,drought
1924,2.62,2.28,01,KS,drought
1925,-.6,-0.94,01,KS,drought
1926,-1.51,-1.85,01,KS,drought
1927,.75,0.41,01,KS,drought
1928,1.9,1.56,01,KS,drought
1929,4.49,4.15,01,KS,drought
1930,-.02,-0.36,01,KS,drought
1931,-.4,-0.74,01,KS,drought
1932,1.31,0.97,01,KS,drought
1933,-1.56,-1.90,01,KS,drought
1934,-3.78,-4.12,01,KS,drought
1935,-5.23,-5.57,01,KS,drought
1936,-1.77,-2.11,01,KS,drought
1937,-3.95,-4.29,01,KS,drought
1938,-4.84,-5.18,01,KS,drought
1939,-3.21,-3.55,01,KS,drought
1940,-4.95,-5.29,01,KS,drought
1941,1.09,0.75,01,KS,drought
1942,3.87,3.53,01,KS,drought
1943,3.89,3.55,01,KS,drought
1944,.83,0.49,01,KS,drought
1945,3.43,3.09,01,KS,drought
1946,-.47,-0.81,01,KS,drought
1947,1.18,0.84,01,KS,drought
1948,.39,0.05,01,KS,drought
1949,2.34,2.00,01,KS,drought
1950,-.72,-1.06,01,KS,drought
1951,1.32,0.98,01,KS,drought
1952,5.35,5.01,01,KS,drought
1953,-3.34,-3.68,01,KS,drought
1954,-3.89,-4.23,01,KS,drought
1955,-4.98,-5.32,01,KS,drought
1956,-4.99,-5.33,01,KS,drought
1957,-7.12,-7.46,01,KS,drought
1958,2.08,1.74,01,KS,drought
1959,2.68,2.34,01,KS,drought
1960,3.02,2.68,01,KS,drought
1961,1.22,0.88,01,KS,drought
1962,4.81,4.47,01,KS,drought
1963,-.47,-0.81,01,KS,drought
1964,-3.9,-4.24,01,KS,drought
1965,.63,0.29,01,KS,drought
1966,2.45,2.11,01,KS,drought
1967,-2.62,-2.96,01,KS,drought
1968,-.26,-0.60,01,KS,drought
1969,1.5,1.16,01,KS,drought
1970,-.25,-0.59,01,KS,drought
1971,.11,-0.23,01,KS,drought
1972,-.14,-0.48,01,KS,drought
1973,2.8,2.46,01,KS,drought
1974,5.86,5.52,01,KS,drought
1975,1.89,1.55,01,KS,drought
1976,-.52,-0.86,01,KS,drought
1977,-1.9,-2.24,01,KS,drought
1978,-.58,-0.92,01,KS,drought
1979,.68,0.34,01,KS,drought
1980,1.99,1.65,01,KS,drought
1981,-3.08,-3.42,01,KS,drought
1982,1.04,0.70,01,KS,drought
1983,1.59,1.25,01,KS,drought
1984,.35,0.01,01,KS,drought
1985,1.92,1.58,01,KS,drought
1986,3.46,3.12,01,KS,drought
1987,4.17,3.83,01,KS,drought
1988,.53,0.19,01,KS,drought
1989,-2.7,-3.04,01,KS,drought
1990,.1,-0.24,01,KS,drought
1991,-1.21,-1.55,01,KS,drought
1992,1.02,0.68,01,KS,drought
1993,4.84,4.50,01,KS,drought
1994,6.01,5.67,01,KS,drought
1995,1.74,1.40,01,KS,drought
1996,-1.38,-1.72,01,KS,drought
1997,1.84,1.50,01,KS,drought
1998,3.61,3.27,01,KS,drought
1999,3.84,3.50,01,KS,drought
2000,-1.01,-1.35,01,KS,drought
2001,.73,0.39,01,KS,drought
2002,-1.29,-1.63,01,KS,drought
2003,-2.6,-2.94,01,KS,drought
2004,-1.49,-1.83,01,KS,drought
2005,1.92,1.58,01,KS,drought
2006,-.97,-1.31,01,KS,drought
2007,.84,0.50,01,KS,drought
2008,1.79,1.45,01,KS,drought
2009,3.67,3.33,01,KS,drought
2010,4.34,4.00,01,KS,drought
2011,-.97,-1.31,01,KS,drought
2012,-1.56,-1.90,01,KS,drought
2013,-4.03,-4.37,01,KS,drought
2014,-1.22,-1.56,01,KS,drought
2015,-.39,-0.73,01,KS,drought
1895,.92,0.59,02,KS,drought
1896,1.27,0.94,02,KS,drought
1897,1.83,1.50,02,KS,drought
1898,.25,-0.08,02,KS,drought
1899,1.61,1.28,02,KS,drought
1900,-.27,-0.60,02,KS,drought
1901,.14,-0.19,02,KS,drought
1902,-2.7,-3.03,02,KS,drought
1903,2.84,2.51,02,KS,drought
1904,1.68,1.35,02,KS,drought
1905,2.34,2.01,02,KS,drought
1906,1.81,1.48,02,KS,drought
1907,2.74,2.41,02,KS,drought
1908,1.83,1.50,02,KS,drought
1909,2.43,2.10,02,KS,drought
1910,3.48,3.15,02,KS,drought
1911,-1.02,-1.35,02,KS,drought
1912,.68,0.35,02,KS,drought
1913,-.48,-0.81,02,KS,drought
1914,-1.49,-1.82,02,KS,drought
1915,.84,0.51,02,KS,drought
1916,4.64,4.31,02,KS,drought
1917,-2.1,-2.43,02,KS,drought
1918,-3.18,-3.51,02,KS,drought
1919,1.93,1.60,02,KS,drought
1920,-1.11,-1.44,02,KS,drought
1921,-.35,-0.68,02,KS,drought
1922,-1.92,-2.25,02,KS,drought
1923,-1.95,-2.28,02,KS,drought
1924,2.59,2.26,02,KS,drought
1925,-1,-1.33,02,KS,drought
1926,-1.67,-2.00,02,KS,drought
1927,.62,0.29,02,KS,drought
1928,2.45,2.12,02,KS,drought
1929,4.37,4.04,02,KS,drought
1930,-.58,-0.91,02,KS,drought
1931,-.41,-0.74,02,KS,drought
1932,-.07,-0.40,02,KS,drought
1933,-1.94,-2.27,02,KS,drought
1934,-3.49,-3.82,02,KS,drought
1935,-5.03,-5.36,02,KS,drought
1936,-1.97,-2.30,02,KS,drought
1937,-3.84,-4.17,02,KS,drought
1938,-4.5,-4.83,02,KS,drought
1939,-2.83,-3.16,02,KS,drought
1940,-4.65,-4.98,02,KS,drought
1941,1.04,0.71,02,KS,drought
1942,4,3.67,02,KS,drought
1943,3.47,3.14,02,KS,drought
1944,.91,0.58,02,KS,drought
1945,3.37,3.04,02,KS,drought
1946,-.57,-0.90,02,KS,drought
1947,.89,0.56,02,KS,drought
1948,.84,0.51,02,KS,drought
1949,2.56,2.23,02,KS,drought
1950,-.79,-1.12,02,KS,drought
1951,1.71,1.38,02,KS,drought
1952,4.9,4.57,02,KS,drought
1953,-3.42,-3.75,02,KS,drought
1954,-4.02,-4.35,02,KS,drought
1955,-4.46,-4.79,02,KS,drought
1956,-4.99,-5.32,02,KS,drought
1957,-6.95,-7.28,02,KS,drought
1958,2.19,1.86,02,KS,drought
1959,2.47,2.14,02,KS,drought
1960,3.82,3.49,02,KS,drought
1961,1.07,0.74,02,KS,drought
1962,4.55,4.22,02,KS,drought
1963,-.89,-1.22,02,KS,drought
1964,-3.86,-4.19,02,KS,drought
1965,.63,0.30,02,KS,drought
1966,2.56,2.23,02,KS,drought
1967,-3,-3.33,02,KS,drought
1968,-.48,-0.81,02,KS,drought
1969,1.78,1.45,02,KS,drought
1970,-.56,-0.89,02,KS,drought
1971,.75,0.42,02,KS,drought
1972,-.36,-0.69,02,KS,drought
1973,2.9,2.57,02,KS,drought
1974,5.3,4.97,02,KS,drought
1975,2.01,1.68,02,KS,drought
1976,-1.05,-1.38,02,KS,drought
1977,-2.39,-2.72,02,KS,drought
1978,-.26,-0.59,02,KS,drought
1979,.37,0.04,02,KS,drought
1980,2.2,1.87,02,KS,drought
1981,-3.44,-3.77,02,KS,drought
1982,1.06,0.73,02,KS,drought
1983,1.78,1.45,02,KS,drought
1984,.2,-0.13,02,KS,drought
1985,2.46,2.13,02,KS,drought
1986,3.39,3.06,02,KS,drought
1987,4.49,4.16,02,KS,drought
1988,.31,-0.02,02,KS,drought
1989,-2.86,-3.19,02,KS,drought
1990,.33,0.00,02,KS,drought
1991,-1.92,-2.25,02,KS,drought
1992,-.13,-0.46,02,KS,drought
1993,5.41,5.08,02,KS,drought
1994,5.7,5.37,02,KS,drought
1995,1.15,0.82,02,KS,drought
1996,-1.84,-2.17,02,KS,drought
1997,2.63,2.30,02,KS,drought
1998,3.51,3.18,02,KS,drought
1999,3.32,2.99,02,KS,drought
2000,.21,-0.12,02,KS,drought
2001,1.73,1.40,02,KS,drought
2002,-1.6,-1.93,02,KS,drought
2003,-2.19,-2.52,02,KS,drought
2004,-1.43,-1.76,02,KS,drought
2005,2.27,1.94,02,KS,drought
2006,-1.43,-1.76,02,KS,drought
2007,.79,0.46,02,KS,drought
2008,2.02,1.69,02,KS,drought
2009,3.29,2.96,02,KS,drought
2010,4.3,3.97,02,KS,drought
2011,-.74,-1.07,02,KS,drought
2012,-.89,-1.22,02,KS,drought
2013,-3.41,-3.74,02,KS,drought
2014,-1.16,-1.49,02,KS,drought
2015,-.38,-0.71,02,KS,drought
1895,-.22,-0.50,03,KS,drought
1896,.93,0.65,03,KS,drought
1897,1.87,1.59,03,KS,drought
1898,.02,-0.26,03,KS,drought
1899,1.57,1.29,03,KS,drought
1900,-.68,-0.96,03,KS,drought
1901,.07,-0.21,03,KS,drought
1902,-2.74,-3.02,03,KS,drought
1903,2.58,2.30,03,KS,drought
1904,1.12,0.84,03,KS,drought
1905,2.11,1.83,03,KS,drought
1906,1.8,1.52,03,KS,drought
1907,2.01,1.73,03,KS,drought
1908,1.11,0.83,03,KS,drought
1909,2.44,2.16,03,KS,drought
1910,-1,-1.28,03,KS,drought
1911,-1.72,-2.00,03,KS,drought
1912,1.17,0.89,03,KS,drought
1913,-.79,-1.07,03,KS,drought
1914,-1.69,-1.97,03,KS,drought
1915,.93,0.65,03,KS,drought
1916,3.91,3.63,03,KS,drought
1917,-2.54,-2.82,03,KS,drought
1918,-3.36,-3.64,03,KS,drought
1919,1.88,1.60,03,KS,drought
1920,-1.35,-1.63,03,KS,drought
1921,-.81,-1.09,03,KS,drought
1922,.63,0.35,03,KS,drought
1923,-1.99,-2.27,03,KS,drought
1924,3.19,2.91,03,KS,drought
1925,-1.62,-1.90,03,KS,drought
