year,value,anomaly,month,state,type
1895,.56,0.65,01,MI,drought
1896,-3.6,-3.51,01,MI,drought
1897,3.77,3.86,01,MI,drought
1898,.67,0.76,01,MI,drought
1899,.53,0.62,01,MI,drought
1900,-1.86,-1.77,01,MI,drought
1901,-.69,-0.60,01,MI,drought
1902,-2.54,-2.45,01,MI,drought
1903,2.02,2.11,01,MI,drought
1904,2.37,2.46,01,MI,drought
1905,-.95,-0.86,01,MI,drought
1906,2.09,2.18,01,MI,drought
1907,1.91,2.00,01,MI,drought
1908,.28,0.37,01,MI,drought
1909,-4.51,-4.42,01,MI,drought
1910,-1.78,-1.69,01,MI,drought
1911,-4.28,-4.19,01,MI,drought
1912,.01,0.10,01,MI,drought
1913,.98,1.07,01,MI,drought
1914,-2.62,-2.53,01,MI,drought
1915,-2.58,-2.49,01,MI,drought
1916,2.93,3.02,01,MI,drought
1917,-1.28,-1.19,01,MI,drought
1918,-1.02,-0.93,01,MI,drought
1919,-.68,-0.59,01,MI,drought
1920,-1.79,-1.70,01,MI,drought
1921,-2.09,-2.00,01,MI,drought
1922,-2.44,-2.35,01,MI,drought
1923,-1.72,-1.63,01,MI,drought
1924,.17,0.26,01,MI,drought
1925,-2.04,-1.95,01,MI,drought
1926,0,0.09,01,MI,drought
1927,-.5,-0.41,01,MI,drought
1928,1.16,1.25,01,MI,drought
1929,3.26,3.35,01,MI,drought
1930,-1.19,-1.10,01,MI,drought
1931,-7.56,-7.47,01,MI,drought
1932,1.34,1.43,01,MI,drought
1933,.86,0.95,01,MI,drought
1934,-2.45,-2.36,01,MI,drought
1935,-2.64,-2.55,01,MI,drought
1936,-1.31,-1.22,01,MI,drought
1937,-1.95,-1.86,01,MI,drought
1938,.62,0.71,01,MI,drought
1939,.3,0.39,01,MI,drought
1940,-2.76,-2.67,01,MI,drought
1941,-.08,0.01,01,MI,drought
1942,1.7,1.79,01,MI,drought
1943,2.73,2.82,01,MI,drought
1944,-1.92,-1.83,01,MI,drought
1945,-3.61,-3.52,01,MI,drought
1946,3.12,3.21,01,MI,drought
1947,.26,0.35,01,MI,drought
1948,-2.55,-2.46,01,MI,drought
1949,.64,0.73,01,MI,drought
1950,1.78,1.87,01,MI,drought
1951,1.74,1.83,01,MI,drought
1952,4.32,4.41,01,MI,drought
1953,.05,0.14,01,MI,drought
1954,-3.5,-3.41,01,MI,drought
1955,-.34,-0.25,01,MI,drought
1956,-3.3,-3.21,01,MI,drought
1957,-2.94,-2.85,01,MI,drought
1958,-.35,-0.26,01,MI,drought
1959,.1,0.19,01,MI,drought
1960,2.54,2.63,01,MI,drought
1961,-2.45,-2.36,01,MI,drought
1962,.96,1.05,01,MI,drought
1963,-3.44,-3.35,01,MI,drought
1964,-5.96,-5.87,01,MI,drought
1965,.54,0.63,01,MI,drought
1966,2.1,2.19,01,MI,drought
1967,1.55,1.64,01,MI,drought
1968,1.98,2.07,01,MI,drought
1969,3.27,3.36,01,MI,drought
1970,-1.36,-1.27,01,MI,drought
1971,1.72,1.81,01,MI,drought
1972,.37,0.46,01,MI,drought
1973,3.03,3.12,01,MI,drought
1974,.77,0.86,01,MI,drought
1975,1.45,1.54,01,MI,drought
1976,2.97,3.06,01,MI,drought
1977,-5.29,-5.20,01,MI,drought
1978,2.5,2.59,01,MI,drought
1979,1.74,1.83,01,MI,drought
1980,-.11,-0.02,01,MI,drought
1981,1.08,1.17,01,MI,drought
1982,2.35,2.44,01,MI,drought
1983,2.18,2.27,01,MI,drought
1984,-.52,-0.43,01,MI,drought
