year,value,anomaly,month,state,type
1895,.69,-0.25,01,SD,drought
1896,1.27,0.33,01,SD,drought
1897,4.15,3.21,01,SD,drought
1898,-.72,-1.66,01,SD,drought
1899,-1.43,-2.37,01,SD,drought
1900,-1.13,-2.07,01,SD,drought
1901,-1.12,-2.06,01,SD,drought
1902,1.22,0.28,01,SD,drought
1903,1.67,0.73,01,SD,drought
1904,2.36,1.42,01,SD,drought
1905,-.49,-1.43,01,SD,drought
1906,4.7,3.76,01,SD,drought
1907,6.83,5.89,01,SD,drought
1908,3.76,2.82,01,SD,drought
1909,5.13,4.19,01,SD,drought
1910,5.86,4.92,01,SD,drought
1911,-2.58,-3.52,01,SD,drought
1912,1.62,0.68,01,SD,drought
1913,-1.37,-2.31,01,SD,drought
1914,-1.76,-2.70,01,SD,drought
1915,.31,-0.63,01,SD,drought
1916,7.18,6.24,01,SD,drought
1917,5.7,4.76,01,SD,drought
1918,2.01,1.07,01,SD,drought
1919,1.37,0.43,01,SD,drought
1920,2.13,1.19,01,SD,drought
1921,3.97,3.03,01,SD,drought
1922,1.74,0.80,01,SD,drought
1923,1.87,0.93,01,SD,drought
1924,2.63,1.69,01,SD,drought
1925,2.39,1.45,01,SD,drought
1926,-.8,-1.74,01,SD,drought
1927,-.25,-1.19,01,SD,drought
1928,-.16,-1.10,01,SD,drought
1929,1.55,0.61,01,SD,drought
1930,2.17,1.23,01,SD,drought
1931,-.42,-1.36,01,SD,drought
1932,-1.92,-2.86,01,SD,drought
1933,-1.5,-2.44,01,SD,drought
1934,-3.71,-4.65,01,SD,drought
1935,-5.84,-6.78,01,SD,drought
1936,-2.34,-3.28,01,SD,drought
1937,-4.74,-5.68,01,SD,drought
1938,-3.05,-3.99,01,SD,drought
1939,-2.28,-3.22,01,SD,drought
1940,-4.2,-5.14,01,SD,drought
1941,-3.31,-4.25,01,SD,drought
1942,-.88,-1.82,01,SD,drought
1943,-.03,-0.97,01,SD,drought
1944,.72,-0.22,01,SD,drought
1945,3.4,2.46,01,SD,drought
1946,1.81,0.87,01,SD,drought
1947,4.42,3.48,01,SD,drought
1948,2.52,1.58,01,SD,drought
1949,1.8,0.86,01,SD,drought
