year,value,anomaly,month,state,type
1895,.84,0.74,01,ID,drought
1896,.8,0.70,01,ID,drought
1897,2.04,1.94,01,ID,drought
1898,1.33,1.23,01,ID,drought
1899,-2.68,-2.78,01,ID,drought
1900,-.46,-0.56,01,ID,drought
1901,1.19,1.09,01,ID,drought
1902,-2.78,-2.88,01,ID,drought
1903,1.53,1.43,01,ID,drought
1904,.74,0.64,01,ID,drought
1905,-3.78,-3.88,01,ID,drought
1906,.32,0.22,01,ID,drought
1907,2.33,2.23,01,ID,drought
1908,-1.39,-1.49,01,ID,drought
1909,3.57,3.47,01,ID,drought
1910,3.25,3.15,01,ID,drought
1911,1.7,1.60,01,ID,drought
1912,1.59,1.49,01,ID,drought
1913,3.4,3.30,01,ID,drought
1914,3.57,3.47,01,ID,drought
1915,-2.93,-3.03,01,ID,drought
1916,1.94,1.84,01,ID,drought
1917,1.3,1.20,01,ID,drought
1918,-1.09,-1.19,01,ID,drought
1919,-2.69,-2.79,01,ID,drought
1920,-2.68,-2.78,01,ID,drought
1921,2.53,2.43,01,ID,drought
1922,.25,0.15,01,ID,drought
1923,-1.32,-1.42,01,ID,drought
1924,-.54,-0.64,01,ID,drought
1925,1.36,1.26,01,ID,drought
1926,-1.02,-1.12,01,ID,drought
1927,1.17,1.07,01,ID,drought
1928,0,-0.10,01,ID,drought
1929,-2.95,-3.05,01,ID,drought
1930,-4.24,-4.34,01,ID,drought
1931,-2.6,-2.70,01,ID,drought
1932,-3.31,-3.41,01,ID,drought
1933,-.22,-0.32,01,ID,drought
1934,-1.3,-1.40,01,ID,drought
1935,-3.77,-3.87,01,ID,drought
1936,-3.96,-4.06,01,ID,drought
1937,-5.56,-5.66,01,ID,drought
1938,.49,0.39,01,ID,drought
1939,-.59,-0.69,01,ID,drought
1940,-4.17,-4.27,01,ID,drought
1941,-.41,-0.51,01,ID,drought
1942,2.76,2.66,01,ID,drought
1943,2.75,2.65,01,ID,drought
1944,-3.09,-3.19,01,ID,drought
1945,-1.75,-1.85,01,ID,drought
1946,1.88,1.78,01,ID,drought
1947,-.3,-0.40,01,ID,drought
1948,.91,0.81,01,ID,drought
1949,1.53,1.43,01,ID,drought
1950,.9,0.80,01,ID,drought
1951,1.72,1.62,01,ID,drought
1952,2.3,2.20,01,ID,drought
1953,.82,0.72,01,ID,drought
1954,-1.74,-1.84,01,ID,drought
1955,-3.19,-3.29,01,ID,drought
1956,3.75,3.65,01,ID,drought
1957,-.9,-1.00,01,ID,drought
1958,-.07,-0.17,01,ID,drought
1959,.89,0.79,01,ID,drought
1960,-1.28,-1.38,01,ID,drought
1961,-2.16,-2.26,01,ID,drought
1962,.61,0.51,01,ID,drought
1963,-.78,-0.88,01,ID,drought
1964,1.69,1.59,01,ID,drought
1965,5.26,5.16,01,ID,drought
1966,-1.66,-1.76,01,ID,drought
1967,.87,0.77,01,ID,drought
1968,-.61,-0.71,01,ID,drought
1969,4.4,4.30,01,ID,drought
1970,1.37,1.27,01,ID,drought
1971,4.17,4.07,01,ID,drought
1972,3.56,3.46,01,ID,drought
1973,-.61,-0.71,01,ID,drought
1974,3.34,3.24,01,ID,drought
