year,value,anomaly,month,state,type
1895,.06,0.04,01,IL,drought
1896,-1.37,-1.39,01,IL,drought
1897,2.39,2.37,01,IL,drought
1898,.9,0.88,01,IL,drought
1899,2.36,2.34,01,IL,drought
1900,-2.6,-2.62,01,IL,drought
1901,-1.25,-1.27,01,IL,drought
1902,-5.43,-5.45,01,IL,drought
1903,3.04,3.02,01,IL,drought
1904,1.13,1.11,01,IL,drought
1905,-1.34,-1.36,01,IL,drought
1906,1.8,1.78,01,IL,drought
1907,2.16,2.14,01,IL,drought
1908,2.27,2.25,01,IL,drought
1909,-3.49,-3.51,01,IL,drought
1910,1.86,1.84,01,IL,drought
1911,-1.27,-1.29,01,IL,drought
1912,1.87,1.85,01,IL,drought
1913,1.03,1.01,01,IL,drought
1914,-2.84,-2.86,01,IL,drought
1915,-4.53,-4.55,01,IL,drought
1916,5.1,5.08,01,IL,drought
1917,-1.56,-1.58,01,IL,drought
1918,-1.19,-1.21,01,IL,drought
1919,-.54,-0.56,01,IL,drought
1920,-.47,-0.49,01,IL,drought
1921,-3.15,-3.17,01,IL,drought
1922,1.33,1.31,01,IL,drought
1923,-3.54,-3.56,01,IL,drought
1924,.02,0.00,01,IL,drought
1925,-.94,-0.96,01,IL,drought
1926,.77,0.75,01,IL,drought
1927,3.46,3.44,01,IL,drought
1928,4.05,4.03,01,IL,drought
1929,3.29,3.27,01,IL,drought
1930,3.28,3.26,01,IL,drought
1931,-5.64,-5.66,01,IL,drought
1932,-1.42,-1.44,01,IL,drought
1933,1.46,1.44,01,IL,drought
1934,-4.43,-4.45,01,IL,drought
1935,1.27,1.25,01,IL,drought
1936,-.56,-0.58,01,IL,drought
1937,2.14,2.12,01,IL,drought
1938,.3,0.28,01,IL,drought
1939,.43,0.41,01,IL,drought
1940,-3.35,-3.37,01,IL,drought
1941,-3.91,-3.93,01,IL,drought
1942,2.11,2.09,01,IL,drought
1943,2.16,2.14,01,IL,drought
1944,-3.04,-3.06,01,IL,drought
1945,-4.09,-4.11,01,IL,drought
1946,2.67,2.65,01,IL,drought
1947,1.78,1.76,01,IL,drought
1948,-1.87,-1.89,01,IL,drought
1949,1.88,1.86,01,IL,drought
1950,2.79,2.77,01,IL,drought
1951,1.34,1.32,01,IL,drought
1952,3.03,3.01,01,IL,drought
1953,-1.9,-1.92,01,IL,drought
1954,-5.8,-5.82,01,IL,drought
1955,-2.71,-2.73,01,IL,drought
1956,-2.51,-2.53,01,IL,drought
1957,-3.04,-3.06,01,IL,drought
1958,-.03,-0.05,01,IL,drought
1959,.31,0.29,01,IL,drought
1960,.91,0.89,01,IL,drought
1961,-2.3,-2.32,01,IL,drought
1962,3.65,3.63,01,IL,drought
1963,-2.34,-2.36,01,IL,drought
1964,-4.96,-4.98,01,IL,drought
1965,.6,0.58,01,IL,drought
1966,1.56,1.54,01,IL,drought
1967,.35,0.33,01,IL,drought
1968,-.07,-0.09,01,IL,drought
1969,1.51,1.49,01,IL,drought
1970,1.6,1.58,01,IL,drought
1971,2.43,2.41,01,IL,drought
1972,-.3,-0.32,01,IL,drought
1973,2.78,2.76,01,IL,drought
1974,3.96,3.94,01,IL,drought
1975,2.32,2.30,01,IL,drought
1976,-.59,-0.61,01,IL,drought
1977,-3.04,-3.06,01,IL,drought
1978,-.22,-0.24,01,IL,drought
1979,.77,0.75,01,IL,drought
1980,-1.6,-1.62,01,IL,drought
1981,-1.39,-1.41,01,IL,drought
1982,3.69,3.67,01,IL,drought
1983,3.86,3.84,01,IL,drought
1984,1.62,1.60,01,IL,drought
1985,1.83,1.81,01,IL,drought
1986,2.74,2.72,01,IL,drought
1987,-.16,-0.18,01,IL,drought
1988,.93,0.91,01,IL,drought
1989,-2.95,-2.97,01,IL,drought
1990,-1.87,-1.89,01,IL,drought
1991,-.05,-0.07,01,IL,drought
1992,-.75,-0.77,01,IL,drought
1993,3.07,3.05,01,IL,drought
1994,.06,0.04,01,IL,drought
1995,.96,0.94,01,IL,drought
1996,-1.38,-1.40,01,IL,drought
1997,1.05,1.03,01,IL,drought
1998,.31,0.29,01,IL,drought
1999,1.82,1.80,01,IL,drought
2000,-2.95,-2.97,01,IL,drought
2001,1.41,1.39,01,IL,drought
2002,1.9,1.88,01,IL,drought
2003,-2.39,-2.41,01,IL,drought
2004,1.57,1.55,01,IL,drought
2005,3.24,3.22,01,IL,drought
2006,-3.71,-3.73,01,IL,drought
2007,1.96,1.94,01,IL,drought
2008,.41,0.39,01,IL,drought
2009,3.66,3.64,01,IL,drought
2010,5.55,5.53,01,IL,drought
2011,1.71,1.69,01,IL,drought
2012,.89,0.87,01,IL,drought
2013,.72,0.70,01,IL,drought
2014,-1.12,-1.14,01,IL,drought
2015,2.39,2.37,01,IL,drought
2016,3.73,3.71,01,IL,drought
1895,-.55,-0.57,02,IL,drought
1896,-1.13,-1.15,02,IL,drought
1897,2.26,2.24,02,IL,drought
1898,.92,0.90,02,IL,drought
1899,2.31,2.29,02,IL,drought
1900,-1.4,-1.42,02,IL,drought
1901,-1.17,-1.19,02,IL,drought
1902,-5.6,-5.62,02,IL,drought
1903,3.26,3.24,02,IL,drought
1904,.92,0.90,02,IL,drought
1905,-1.26,-1.28,02,IL,drought
1906,1.85,1.83,02,IL,drought
1907,1.37,1.35,02,IL,drought
1908,3.33,3.31,02,IL,drought
1909,.94,0.92,02,IL,drought
1910,1.78,1.76,02,IL,drought
1911,-.84,-0.86,02,IL,drought
1912,1.74,1.72,02,IL,drought
1913,.88,0.86,02,IL,drought
1914,-2.29,-2.31,02,IL,drought
1915,-4.1,-4.12,02,IL,drought
1916,-.36,-0.38,02,IL,drought
1917,-1.98,-2.00,02,IL,drought
1918,-1.12,-1.14,02,IL,drought
1919,-.37,-0.39,02,IL,drought
1920,-.93,-0.95,02,IL,drought
1921,-3.54,-3.56,02,IL,drought
1922,1.04,1.02,02,IL,drought
1923,-3.51,-3.53,02,IL,drought
1924,-.05,-0.07,02,IL,drought
1925,-.82,-0.84,02,IL,drought
1926,1.06,1.04,02,IL,drought
1927,2.88,2.86,02,IL,drought
1928,3.88,3.86,02,IL,drought
1929,2.67,2.65,02,IL,drought
1930,-.03,-0.05,02,IL,drought
1931,-6.14,-6.16,02,IL,drought
1932,-1.56,-1.58,02,IL,drought
1933,1.16,1.14,02,IL,drought
1934,-5,-5.02,02,IL,drought
