year,value,anomaly,month,state,type
1895,.4,0.55,01,TN,drought
1896,-2.4,-2.25,01,TN,drought
1897,-1.28,-1.13,01,TN,drought
1898,-1.41,-1.26,01,TN,drought
1899,.29,0.44,01,TN,drought
1900,-3.28,-3.13,01,TN,drought
1901,-.73,-0.58,01,TN,drought
1902,.73,0.88,01,TN,drought
1903,-.53,-0.38,01,TN,drought
1904,-1.86,-1.71,01,TN,drought
1905,-2.81,-2.66,01,TN,drought
1906,-.47,-0.32,01,TN,drought
1907,-.76,-0.61,01,TN,drought
1908,-.57,-0.42,01,TN,drought
1909,-1.92,-1.77,01,TN,drought
1910,-1.37,-1.22,01,TN,drought
1911,-1.24,-1.09,01,TN,drought
1912,-.35,-0.20,01,TN,drought
1913,2.3,2.45,01,TN,drought
1914,-3.98,-3.83,01,TN,drought
1915,-2.15,-2.00,01,TN,drought
1916,3.44,3.59,01,TN,drought
1917,1.46,1.61,01,TN,drought
1918,-.63,-0.48,01,TN,drought
1919,-.32,-0.17,01,TN,drought
1920,1.95,2.10,01,TN,drought
1921,-.94,-0.79,01,TN,drought
1922,-.76,-0.61,01,TN,drought
1923,.75,0.90,01,TN,drought
1924,.47,0.62,01,TN,drought
1925,-2.01,-1.86,01,TN,drought
1926,-2.52,-2.37,01,TN,drought
1927,2.62,2.77,01,TN,drought
1928,-.91,-0.76,01,TN,drought
1929,1.58,1.73,01,TN,drought
1930,-.28,-0.13,01,TN,drought
1931,-4.33,-4.18,01,TN,drought
1932,1.6,1.75,01,TN,drought
1933,1.22,1.37,01,TN,drought
1934,-2.06,-1.91,01,TN,drought
1935,-.44,-0.29,01,TN,drought
1936,-1.54,-1.39,01,TN,drought
1937,2.83,2.98,01,TN,drought
1938,-.41,-0.26,01,TN,drought
1939,.35,0.50,01,TN,drought
1940,-3.63,-3.48,01,TN,drought
1941,-2.92,-2.77,01,TN,drought
1942,-4.13,-3.98,01,TN,drought
1943,-1.58,-1.43,01,TN,drought
1944,-3.08,-2.93,01,TN,drought
1945,.29,0.44,01,TN,drought
1946,2.27,2.42,01,TN,drought
1947,.86,1.01,01,TN,drought
1948,-2.22,-2.07,01,TN,drought
1949,2.62,2.77,01,TN,drought
1950,3.96,4.11,01,TN,drought
1951,3.57,3.72,01,TN,drought
1952,2.5,2.65,01,TN,drought
1953,-3.02,-2.87,01,TN,drought
1954,-2.45,-2.30,01,TN,drought
1955,-4.58,-4.43,01,TN,drought
1956,.03,0.18,01,TN,drought
1957,1.25,1.40,01,TN,drought
1958,-.57,-0.42,01,TN,drought
1959,-1.4,-1.25,01,TN,drought
1960,-.39,-0.24,01,TN,drought
1961,-1.12,-0.97,01,TN,drought
1962,1.77,1.92,01,TN,drought
1963,-1.68,-1.53,01,TN,drought
1964,-2.24,-2.09,01,TN,drought
1965,.67,0.82,01,TN,drought
1966,-2.4,-2.25,01,TN,drought
1967,-.75,-0.60,01,TN,drought
1968,-.09,0.06,01,TN,drought
1969,-1.5,-1.35,01,TN,drought
1970,-.77,-0.62,01,TN,drought
1971,-.52,-0.37,01,TN,drought
1972,.59,0.74,01,TN,drought
1973,3.28,3.43,01,TN,drought
1974,4.4,4.55,01,TN,drought
1975,3.23,3.38,01,TN,drought
1976,2.8,2.95,01,TN,drought
1977,-1.32,-1.17,01,TN,drought
1978,.3,0.45,01,TN,drought
1979,1.65,1.80,01,TN,drought
1980,3.65,3.80,01,TN,drought
1981,-3.61,-3.46,01,TN,drought
1982,1.4,1.55,01,TN,drought
1983,-.66,-0.51,01,TN,drought
1984,-.71,-0.56,01,TN,drought
1985,-.95,-0.80,01,TN,drought
1986,-1.78,-1.63,01,TN,drought
1987,-1.41,-1.26,01,TN,drought
1988,-2.28,-2.13,01,TN,drought
1989,1.67,1.82,01,TN,drought
1990,3.3,3.45,01,TN,drought
1991,2.2,2.35,01,TN,drought
1992,-.5,-0.35,01,TN,drought
1993,-.33,-0.18,01,TN,drought
1994,.82,0.97,01,TN,drought
1995,-.28,-0.13,01,TN,drought
1996,1.55,1.70,01,TN,drought
1997,3.37,3.52,01,TN,drought
1998,1.95,2.10,01,TN,drought
1999,1.28,1.43,01,TN,drought
2000,-3.03,-2.88,01,TN,drought
2001,-2.77,-2.62,01,TN,drought
2002,2.16,2.31,01,TN,drought
2003,1.35,1.50,01,TN,drought
2004,2.73,2.88,01,TN,drought
2005,-.26,-0.11,01,TN,drought
2006,-1.48,-1.33,01,TN,drought
2007,-1.12,-0.97,01,TN,drought
2008,-3.99,-3.84,01,TN,drought
2009,-1.68,-1.53,01,TN,drought
2010,.49,0.64,01,TN,drought
2011,-1.66,-1.51,01,TN,drought
2012,-.09,0.06,01,TN,drought
2013,1.62,1.77,01,TN,drought
2014,2.27,2.42,01,TN,drought
2015,1.76,1.91,01,TN,drought
2016,2.23,2.38,01,TN,drought
1895,-.98,-0.79,02,TN,drought
1896,-2.13,-1.94,02,TN,drought
1897,.13,0.32,02,TN,drought
1898,-2.35,-2.16,02,TN,drought
1899,.99,1.18,02,TN,drought
1900,-2.7,-2.51,02,TN,drought
1901,-1.49,-1.30,02,TN,drought
1902,.31,0.50,02,TN,drought
1903,1.12,1.31,02,TN,drought
1904,-2.43,-2.24,02,TN,drought
1905,-2.56,-2.37,02,TN,drought
1906,-1.48,-1.29,02,TN,drought
1907,-.87,-0.68,02,TN,drought
1908,-.34,-0.15,02,TN,drought
1909,.74,0.93,02,TN,drought
1910,-1.33,-1.14,02,TN,drought
1911,-1.4,-1.21,02,TN,drought
1912,-.41,-0.22,02,TN,drought
1913,2.18,2.37,02,TN,drought
1914,-3.82,-3.63,02,TN,drought
1915,-2.36,-2.17,02,TN,drought
1916,2.53,2.72,02,TN,drought
1917,.91,1.10,02,TN,drought
1918,-1.42,-1.23,02,TN,drought
1919,-.78,-0.59,02,TN,drought
1920,1.4,1.59,02,TN,drought
