year,value,anomaly,month,state,type
1895,.65,0.73,01,PA,drought
1896,-4.02,-3.94,01,PA,drought
1897,-1.14,-1.06,01,PA,drought
1898,1.64,1.72,01,PA,drought
1899,1.16,1.24,01,PA,drought
1900,.07,0.15,01,PA,drought
1901,-2.8,-2.72,01,PA,drought
1902,2.31,2.39,01,PA,drought
1903,2.8,2.88,01,PA,drought
1904,2.62,2.70,01,PA,drought
1905,-.36,-0.28,01,PA,drought
1906,1.72,1.80,01,PA,drought
1907,1.92,2.00,01,PA,drought
1908,2.34,2.42,01,PA,drought
1909,-4.26,-4.18,01,PA,drought
1910,-2.52,-2.44,01,PA,drought
1911,-2.22,-2.14,01,PA,drought
1912,1.93,2.01,01,PA,drought
1913,2.9,2.98,01,PA,drought
1914,.66,0.74,01,PA,drought
1915,1.54,1.62,01,PA,drought
1916,1.3,1.38,01,PA,drought
1917,-.83,-0.75,01,PA,drought
1918,-.86,-0.78,01,PA,drought
1919,-.58,-0.50,01,PA,drought
1920,-.28,-0.20,01,PA,drought
1921,-.14,-0.06,01,PA,drought
1922,-.46,-0.38,01,PA,drought
1923,-2.35,-2.27,01,PA,drought
1924,1.45,1.53,01,PA,drought
1925,-1.43,-1.35,01,PA,drought
1926,.47,0.55,01,PA,drought
1927,2.38,2.46,01,PA,drought
1928,2.84,2.92,01,PA,drought
1929,-1.32,-1.24,01,PA,drought
1930,-.24,-0.16,01,PA,drought
1931,-6.83,-6.75,01,PA,drought
1932,-3.33,-3.25,01,PA,drought
1933,.26,0.34,01,PA,drought
1934,-.57,-0.49,01,PA,drought
1935,-.12,-0.04,01,PA,drought
1936,1.33,1.41,01,PA,drought
1937,2.17,2.25,01,PA,drought
1938,-.4,-0.32,01,PA,drought
1939,.17,0.25,01,PA,drought
1940,-3.78,-3.70,01,PA,drought
1941,-.09,-0.01,01,PA,drought
1942,-2.69,-2.61,01,PA,drought
1943,2.77,2.85,01,PA,drought
1944,-1.98,-1.90,01,PA,drought
1945,.3,0.38,01,PA,drought
1946,-.83,-0.75,01,PA,drought
1947,.43,0.51,01,PA,drought
1948,-1.52,-1.44,01,PA,drought
1949,1.51,1.59,01,PA,drought
1950,.67,0.75,01,PA,drought
1951,3.08,3.16,01,PA,drought
1952,2.03,2.11,01,PA,drought
1953,.91,0.99,01,PA,drought
1954,-3.86,-3.78,01,PA,drought
1955,.03,0.11,01,PA,drought
1956,-1.54,-1.46,01,PA,drought
1957,-.32,-0.24,01,PA,drought
1958,.97,1.05,01,PA,drought
1959,-.47,-0.39,01,PA,drought
1960,1.38,1.46,01,PA,drought
1961,-1.6,-1.52,01,PA,drought
1962,-1.54,-1.46,01,PA,drought
1963,-2.04,-1.96,01,PA,drought
1964,-3.11,-3.03,01,PA,drought
1965,-3.73,-3.65,01,PA,drought
1966,-3.62,-3.54,01,PA,drought
1967,-3.77,-3.69,01,PA,drought
1968,-.19,-0.11,01,PA,drought
1969,-1.76,-1.68,01,PA,drought
1970,-.78,-0.70,01,PA,drought
1971,1.52,1.60,01,PA,drought
1972,.24,0.32,01,PA,drought
1973,3.18,3.26,01,PA,drought
1974,2.28,2.36,01,PA,drought
1975,2.14,2.22,01,PA,drought
1976,3.54,3.62,01,PA,drought
1977,-1.6,-1.52,01,PA,drought
1978,4.54,4.62,01,PA,drought
1979,3.14,3.22,01,PA,drought
1980,-1.11,-1.03,01,PA,drought
1981,-2.33,-2.25,01,PA,drought
1982,-.28,-0.20,01,PA,drought
1983,-2.43,-2.35,01,PA,drought
1984,.98,1.06,01,PA,drought
1985,-.9,-0.82,01,PA,drought
1986,-.54,-0.46,01,PA,drought
1987,1.69,1.77,01,PA,drought
1988,-.86,-0.78,01,PA,drought
1989,-2.48,-2.40,01,PA,drought
1990,-.39,-0.31,01,PA,drought
1991,-.03,0.05,01,PA,drought
1992,-4.88,-4.80,01,PA,drought
1993,2.01,2.09,01,PA,drought
1994,2.44,2.52,01,PA,drought
1995,.49,0.57,01,PA,drought
1996,2.4,2.48,01,PA,drought
1997,4.66,4.74,01,PA,drought
1998,1.76,1.84,01,PA,drought
1999,-2.51,-2.43,01,PA,drought
2000,-.72,-0.64,01,PA,drought
2001,-.98,-0.90,01,PA,drought
2002,-3.36,-3.28,01,PA,drought
2003,.88,0.96,01,PA,drought
2004,4.56,4.64,01,PA,drought
2005,6.09,6.17,01,PA,drought
2006,1.54,1.62,01,PA,drought
2007,2.83,2.91,01,PA,drought
2008,.6,0.68,01,PA,drought
2009,-.07,0.01,01,PA,drought
2010,.76,0.84,01,PA,drought
2011,.37,0.45,01,PA,drought
2012,5.05,5.13,01,PA,drought
2013,1.54,1.62,01,PA,drought
2014,1.05,1.13,01,PA,drought
2015,-.58,-0.50,01,PA,drought
2016,-.6,-0.52,01,PA,drought
1895,-.69,-0.69,02,PA,drought
1896,-2.66,-2.66,02,PA,drought
1897,.41,0.41,02,PA,drought
1898,-.26,-0.26,02,PA,drought
1899,1.77,1.77,02,PA,drought
1900,.89,0.89,02,PA,drought
1901,-3.37,-3.37,02,PA,drought
1902,2.61,2.61,02,PA,drought
1903,3.51,3.51,02,PA,drought
1904,2.35,2.35,02,PA,drought
1905,-.83,-0.83,02,PA,drought
