year,value,anomaly,month,state,type
1895,.35,0.43,01,CT,drought
1896,-.84,-0.76,01,CT,drought
1897,-.96,-0.88,01,CT,drought
1898,2.74,2.82,01,CT,drought
1899,2.92,3.00,01,CT,drought
1900,.06,0.14,01,CT,drought
1901,-2.23,-2.15,01,CT,drought
1902,3.46,3.54,01,CT,drought
1903,2.91,2.99,01,CT,drought
1904,2.04,2.12,01,CT,drought
1905,-.58,-0.50,01,CT,drought
1906,-.51,-0.43,01,CT,drought
1907,-.47,-0.39,01,CT,drought
1908,2.43,2.51,01,CT,drought
1909,-.01,0.07,01,CT,drought
1910,.9,0.98,01,CT,drought
1911,-2.16,-2.08,01,CT,drought
1912,-.62,-0.54,01,CT,drought
1913,.26,0.34,01,CT,drought
1914,-.54,-0.46,01,CT,drought
1915,1.13,1.21,01,CT,drought
1916,-1.15,-1.07,01,CT,drought
1917,-1.33,-1.25,01,CT,drought
1918,-1.02,-0.94,01,CT,drought
1919,.03,0.11,01,CT,drought
1920,-.47,-0.39,01,CT,drought
1921,-.24,-0.16,01,CT,drought
1922,-1.55,-1.47,01,CT,drought
1923,1.04,1.12,01,CT,drought
1924,1.07,1.15,01,CT,drought
1925,-1.65,-1.57,01,CT,drought
1926,-.61,-0.53,01,CT,drought
1927,-.32,-0.24,01,CT,drought
1928,2.74,2.82,01,CT,drought
1929,.19,0.27,01,CT,drought
1930,-2.27,-2.19,01,CT,drought
1931,-3.04,-2.96,01,CT,drought
1932,-2.18,-2.10,01,CT,drought
1933,-1.09,-1.01,01,CT,drought
1934,.04,0.12,01,CT,drought
1935,1.66,1.74,01,CT,drought
1936,1.08,1.16,01,CT,drought
1937,1.65,1.73,01,CT,drought
1938,.49,0.57,01,CT,drought
1939,3.08,3.16,01,CT,drought
1940,-1.66,-1.58,01,CT,drought
1941,-.93,-0.85,01,CT,drought
1942,-1.88,-1.80,01,CT,drought
1943,-.15,-0.07,01,CT,drought
1944,-2.26,-2.18,01,CT,drought
1945,-.3,-0.22,01,CT,drought
1946,-.34,-0.26,01,CT,drought
1947,-1.92,-1.84,01,CT,drought
1948,-.28,-0.20,01,CT,drought
1949,1.3,1.38,01,CT,drought
1950,-3.3,-3.22,01,CT,drought
1951,.37,0.45,01,CT,drought
1952,1.83,1.91,01,CT,drought
1953,1.69,1.77,01,CT,drought
1954,-1.26,-1.18,01,CT,drought
1955,-.96,-0.88,01,CT,drought
1956,-1.04,-0.96,01,CT,drought
1957,-.8,-0.72,01,CT,drought
1958,1.76,1.84,01,CT,drought
1959,-1.08,-1.00,01,CT,drought
1960,1.05,1.13,01,CT,drought
1961,-.85,-0.77,01,CT,drought
1962,-1.44,-1.36,01,CT,drought
1963,-1.7,-1.62,01,CT,drought
1964,-1.63,-1.55,01,CT,drought
1965,-3.94,-3.86,01,CT,drought
1966,-4.88,-4.80,01,CT,drought
1967,-3.48,-3.40,01,CT,drought
1968,-.43,-0.35,01,CT,drought
1969,-1.56,-1.48,01,CT,drought
1970,-1.03,-0.95,01,CT,drought
1971,-2.28,-2.20,01,CT,drought
1972,-.76,-0.68,01,CT,drought
1973,3.93,4.01,01,CT,drought
1974,2.52,2.60,01,CT,drought
1975,.86,0.94,01,CT,drought
1976,3.3,3.38,01,CT,drought
1977,-1.37,-1.29,01,CT,drought
1978,3.87,3.95,01,CT,drought
1979,2.85,2.93,01,CT,drought
1980,-1.23,-1.15,01,CT,drought
1981,-3.11,-3.03,01,CT,drought
1982,.87,0.95,01,CT,drought
1983,.36,0.44,01,CT,drought
1984,1.43,1.51,01,CT,drought
1985,-2.57,-2.49,01,CT,drought
1986,-.23,-0.15,01,CT,drought
1987,1.86,1.94,01,CT,drought
1988,-1.56,-1.48,01,CT,drought
1989,-1.31,-1.23,01,CT,drought
1990,2.99,3.07,01,CT,drought
1991,-.28,-0.20,01,CT,drought
1992,-.52,-0.44,01,CT,drought
1993,1.88,1.96,01,CT,drought
1994,1.47,1.55,01,CT,drought
1995,-.16,-0.08,01,CT,drought
1996,1.88,1.96,01,CT,drought
1997,3.4,3.48,01,CT,drought
1998,.54,0.62,01,CT,drought
1999,1.18,1.26,01,CT,drought
2000,.68,0.76,01,CT,drought
2001,-.9,-0.82,01,CT,drought
2002,-3.63,-3.55,01,CT,drought
2003,-.35,-0.27,01,CT,drought
2004,-.6,-0.52,01,CT,drought
2005,.52,0.60,01,CT,drought
2006,3.51,3.59,01,CT,drought
2007,2.18,2.26,01,CT,drought
2008,-2.1,-2.02,01,CT,drought
2009,-.23,-0.15,01,CT,drought
2010,1.63,1.71,01,CT,drought
2011,.08,0.16,01,CT,drought
2012,-.41,-0.33,01,CT,drought
2013,-2.09,-2.01,01,CT,drought
2014,-1.58,-1.50,01,CT,drought
2015,-.98,-0.90,01,CT,drought
1895,-1.04,-0.89,02,CT,drought
1896,1.78,1.93,02,CT,drought
1897,-.96,-0.81,02,CT,drought
1898,3.23,3.38,02,CT,drought
1899,3.48,3.63,02,CT,drought
1900,2.17,2.32,02,CT,drought
1901,-3.07,-2.92,02,CT,drought
1902,4.24,4.39,02,CT,drought
1903,3.57,3.72,02,CT,drought
1904,1.82,1.97,02,CT,drought
1905,-1.22,-1.07,02,CT,drought
1906,-.63,-0.48,02,CT,drought
1907,-.66,-0.51,02,CT,drought
1908,3.39,3.54,02,CT,drought
1909,1.66,1.81,02,CT,drought
1910,1.34,1.49,02,CT,drought
1911,-2.12,-1.97,02,CT,drought
1912,-.8,-0.65,02,CT,drought
1913,.06,0.21,02,CT,drought
1914,.1,0.25,02,CT,drought
1915,2.15,2.30,02,CT,drought
1916,.93,1.08,02,CT,drought
1917,-1.52,-1.37,02,CT,drought
1918,-.97,-0.82,02,CT,drought
1919,0,0.15,02,CT,drought
1920,.81,0.96,02,CT,drought
1921,-.19,-0.04,02,CT,drought
1922,-1.68,-1.53,02,CT,drought
1923,-.5,-0.35,02,CT,drought
1924,-.14,0.01,02,CT,drought
1925,-1.45,-1.30,02,CT,drought
1926,.81,0.96,02,CT,drought
1927,-.34,-0.19,02,CT,drought
1928,2.9,3.05,02,CT,drought
1929,.38,0.53,02,CT,drought
1930,-2.26,-2.11,02,CT,drought
1931,-3.19,-3.04,02,CT,drought
1932,-2.36,-2.21,02,CT,drought
1933,.37,0.52,02,CT,drought
1934,.19,0.34,02,CT,drought
1935,-.02,0.13,02,CT,drought
1936,.78,0.93,02,CT,drought
1937,1.28,1.43,02,CT,drought
1938,-.34,-0.19,02,CT,drought
1939,3.46,3.61,02,CT,drought
1940,-1.62,-1.47,02,CT,drought
1941,-1.09,-0.94,02,CT,drought
1942,-1.84,-1.69,02,CT,drought
1943,-.72,-0.57,02,CT,drought
1944,-2.43,-2.28,02,CT,drought
1945,-.04,0.11,02,CT,drought
1946,-.49,-0.34,02,CT,drought
1947,-2.11,-1.96,02,CT,drought
1948,-.77,-0.62,02,CT,drought
1949,-.07,0.08,02,CT,drought
1950,-2.69,-2.54,02,CT,drought
1951,1.11,1.26,02,CT,drought
1952,1.47,1.62,02,CT,drought
1953,1.58,1.73,02,CT,drought
1954,-1.57,-1.42,02,CT,drought
1955,-.53,-0.38,02,CT,drought
1956,.41,0.56,02,CT,drought
1957,-1.27,-1.12,02,CT,drought
1958,1.56,1.71,02,CT,drought
1959,-1.1,-0.95,02,CT,drought
1960,1.71,1.86,02,CT,drought
1961,-.6,-0.45,02,CT,drought
1962,-.83,-0.68,02,CT,drought
1963,-1.58,-1.43,02,CT,drought
1964,-1.57,-1.42,02,CT,drought
1965,-3.27,-3.12,02,CT,drought
1966,-4.21,-4.06,02,CT,drought
1967,-3.33,-3.18,02,CT,drought
1968,-1.34,-1.19,02,CT,drought
1969,-1.47,-1.32,02,CT,drought
1970,-.23,-0.08,02,CT,drought
1971,-1.39,-1.24,02,CT,drought
1972,.7,0.85,02,CT,drought
1973,3.64,3.79,02,CT,drought
1974,-.34,-0.19,02,CT,drought
1975,-.05,0.10,02,CT,drought
1976,2.93,3.08,02,CT,drought
1977,-1.43,-1.28,02,CT,drought
1978,-.74,-0.59,02,CT,drought
1979,2.69,2.84,02,CT,drought
1980,-2.11,-1.96,02,CT,drought
1981,-.76,-0.61,02,CT,drought
1982,.85,1.00,02,CT,drought
1983,.59,0.74,02,CT,drought
1984,2.17,2.32,02,CT,drought
1985,-2.69,-2.54,02,CT,drought
1986,-.11,0.04,02,CT,drought
1987,-1.2,-1.05,02,CT,drought
1988,-1.04,-0.89,02,CT,drought
1989,-1.42,-1.27,02,CT,drought
1990,2.71,2.86,02,CT,drought
1991,-.8,-0.65,02,CT,drought
1992,-.95,-0.80,02,CT,drought
1993,1.58,1.73,02,CT,drought
1994,1.16,1.31,02,CT,drought
1995,-.3,-0.15,02,CT,drought
1996,1.46,1.61,02,CT,drought
1997,-.54,-0.39,02,CT,drought
1998,.75,0.90,02,CT,drought
1999,1.3,1.45,02,CT,drought
2000,.34,0.49,02,CT,drought
2001,-1.09,-0.94,02,CT,drought
2002,-3.98,-3.83,02,CT,drought
2003,.28,0.43,02,CT,drought
2004,-.99,-0.84,02,CT,drought
2005,.16,0.31,02,CT,drought
2006,2.83,2.98,02,CT,drought
2007,1.44,1.59,02,CT,drought
2008,2.29,2.44,02,CT,drought
2009,-.97,-0.82,02,CT,drought
2010,2.05,2.20,02,CT,drought
2011,.37,0.52,02,CT,drought
2012,-1.38,-1.23,02,CT,drought
2013,-1.68,-1.53,02,CT,drought
2014,-1.32,-1.17,02,CT,drought
2015,-1.44,-1.29,02,CT,drought
1895,-1.38,-1.37,03,CT,drought
1896,2.27,2.28,03,CT,drought
1897,-1.07,-1.06,03,CT,drought
1898,2.32,2.33,03,CT,drought
1899,4.48,4.49,03,CT,drought
1900,2.68,2.69,03,CT,drought
1901,1.03,1.04,03,CT,drought
1902,4.41,4.42,03,CT,drought
