year,value,anomaly,month,state
1962,19.7,-0.1,03,AK
1963,18.8,-1.0,03,AK
1964,12.8,-7.0,03,AK
1965,29.4,9.6,03,AK
1966,10.3,-9.5,03,AK
1967,24.1,4.3,03,AK
1968,23.9,4.1,03,AK
1969,21.9,2.1,03,AK
1970,24.5,4.7,03,AK
1971,10.5,-9.3,03,AK
1972,8.9,-10.9,03,AK
1973,16.9,-2.9,03,AK
1974,18,-1.8,03,AK
1975,19.9,0.1,03,AK
1976,18.7,-1.1,03,AK
1977,15,-4.8,03,AK
1978,22.9,3.1,03,AK
1979,21.7,1.9,03,AK
1980,23.8,4.0,03,AK
1981,29.7,9.9,03,AK
1982,20.8,1.0,03,AK
1983,22.2,2.4,03,AK
1984,25.8,6.0,03,AK
1985,21.6,1.8,03,AK
1986,17.8,-2.0,03,AK
1987,23,3.2,03,AK
1988,22.2,2.4,03,AK
1989,21,1.2,03,AK
1990,25.1,5.3,03,AK
1991,21.1,1.3,03,AK
1992,21.3,1.5,03,AK
1993,25.4,5.6,03,AK
1994,17,-2.8,03,AK
1995,16,-3.8,03,AK
1996,27.2,7.4,03,AK
1997,17.4,-2.4,03,AK
1998,28.8,9.0,03,AK
1999,18.4,-1.4,03,AK
2000,24.8,5.0,03,AK
2001,19.9,0.1,03,AK
2002,24.9,5.1,03,AK
2003,20.1,0.3,03,AK
2004,18.8,-1.0,03,AK
2005,26.2,6.4,03,AK
2006,16.9,-2.9,03,AK
2007,9.4,-10.4,03,AK
2008,20.5,0.7,03,AK
2009,15.1,-4.7,03,AK
2010,19.2,-0.6,03,AK
2011,22.3,2.5,03,AK
2012,13.6,-6.2,03,AK
2013,20.3,0.5,03,AK
2014,24.3,4.5,03,AK
2015,24.9,5.1,03,AK
1925,32.3,0.2,04,AK
1926,37.4,5.3,04,AK
1927,24.6,-7.5,04,AK
1928,33.2,1.1,04,AK
1929,30.3,-1.8,04,AK
1930,30.5,-1.6,04,AK
1931,31.4,-0.7,04,AK
1932,34,1.9,04,AK
1933,33.6,1.5,04,AK
1934,33.8,1.7,04,AK
1935,32.6,0.5,04,AK
1936,34.4,2.3,04,AK
1937,29.1,-3.0,04,AK
1938,36.1,4.0,04,AK
1939,33,0.9,04,AK
1940,42.4,10.3,04,AK
1941,35.4,3.3,04,AK
1942,34.7,2.6,04,AK
1943,32.9,0.8,04,AK
1944,31.4,-0.7,04,AK
1945,29.4,-2.7,04,AK
1946,29,-3.1,04,AK
1947,31.9,-0.2,04,AK
1948,30.8,-1.3,04,AK
1949,26.4,-5.7,04,AK
1950,32,-0.1,04,AK
1951,33.9,1.8,04,AK
1952,28.5,-3.6,04,AK
1953,36.4,4.3,04,AK
1954,31.2,-0.9,04,AK
1955,26.5,-5.6,04,AK
1956,31.5,-0.6,04,AK
1957,35.4,3.3,04,AK
1958,36.2,4.1,04,AK
1959,29,-3.1,04,AK
1960,27,-5.1,04,AK
1961,28.5,-3.6,04,AK
1962,31,-1.1,04,AK
1963,30,-2.1,04,AK
1964,27,-5.1,04,AK
1965,32.5,0.4,04,AK
1966,29.8,-2.3,04,AK
1967,33.7,1.6,04,AK
1968,29.7,-2.4,04,AK
1969,35.5,3.4,04,AK
1970,29.4,-2.7,04,AK
1971,26.9,-5.2,04,AK
1972,24.5,-7.6,04,AK
1973,32,-0.1,04,AK
1974,32.7,0.6,04,AK
1975,28.4,-3.7,04,AK
1976,32.2,0.1,04,AK
1977,27.5,-4.6,04,AK
1978,35.2,3.1,04,AK
1979,33.6,1.5,04,AK
1980,34.5,2.4,04,AK
1981,33.8,1.7,04,AK
1982,27.7,-4.4,04,AK
1983,34.7,2.6,04,AK
1984,28.5,-3.6,04,AK
1985,22.4,-9.7,04,AK
1986,26.5,-5.6,04,AK
1987,31.9,-0.2,04,AK
1988,33,0.9,04,AK
1989,36.9,4.8,04,AK
1990,38.9,6.8,04,AK
1991,35.6,3.5,04,AK
1992,31.4,-0.7,04,AK
1993,39.1,7.0,04,AK
1994,33.9,1.8,04,AK
1995,38.1,6.0,04,AK
1996,33.2,1.1,04,AK
1997,37.1,5.0,04,AK
1998,38.3,6.2,04,AK
1999,32.1,0.0,04,AK
2000,33.6,1.5,04,AK
2001,33.3,1.2,04,AK
2002,30.8,-1.3,04,AK
2003,37,4.9,04,AK
2004,37,4.9,04,AK
2005,34.7,2.6,04,AK
2006,29.2,-2.9,04,AK
2007,38.6,6.5,04,AK
2008,31.4,-0.7,04,AK
2009,33,0.9,04,AK
2010,35.4,3.3,04,AK
2011,32.3,0.2,04,AK
2012,36.5,4.4,04,AK
2013,26.5,-5.6,04,AK
2014,36.9,4.8,04,AK
2015,36.5,4.4,04,AK
1925,48,1.7,05,AK
1926,48.6,2.3,05,AK
1927,45.6,-0.7,05,AK
1928,46.8,0.5,05,AK
1929,46.5,0.2,05,AK
1930,46.4,0.1,05,AK
1931,43,-3.3,05,AK
1932,45.4,-0.9,05,AK
1933,46.5,0.2,05,AK
1934,45.6,-0.7,05,AK
1935,43.7,-2.6,05,AK
1936,46.6,0.3,05,AK
1937,44.9,-1.4,05,AK
1938,46.8,0.5,05,AK
1939,44.2,-2.1,05,AK
1940,51.1,4.8,05,AK
1941,46.7,0.4,05,AK
1942,50.7,4.4,05,AK
1943,48,1.7,05,AK
1944,45.6,-0.7,05,AK
1945,42.5,-3.8,05,AK
1946,45.3,-1.0,05,AK
1947,46.9,0.6,05,AK
1948,44.8,-1.5,05,AK
1949,42.1,-4.2,05,AK
1950,44.9,-1.4,05,AK
1951,48.8,2.5,05,AK
1952,39.9,-6.4,05,AK
1953,48.8,2.5,05,AK
1954,48.7,2.4,05,AK
1955,43.3,-3.0,05,AK
1956,45.1,-1.2,05,AK
1957,47.7,1.4,05,AK
1958,45.4,-0.9,05,AK
1959,46.8,0.5,05,AK
1960,49.7,3.4,05,AK
1961,49.2,2.9,05,AK
1962,42.5,-3.8,05,AK
1963,48,1.7,05,AK
1964,39.4,-6.9,05,AK
1965,40.6,-5.7,05,AK
1966,41.1,-5.2,05,AK
1967,46.4,0.1,05,AK
1968,45.7,-0.6,05,AK
1969,49.6,3.3,05,AK
1970,47.5,1.2,05,AK
1971,41,-5.3,05,AK
1972,44.3,-2.0,05,AK
1973,45.6,-0.7,05,AK
1974,49.3,3.0,05,AK
1975,45.3,-1.0,05,AK
1976,44.4,-1.9,05,AK
1977,44.4,-1.9,05,AK
1978,48.5,2.2,05,AK
1979,50,3.7,05,AK
1980,48,1.7,05,AK
1981,52.3,6.0,05,AK
1982,43,-3.3,05,AK
1983,47.9,1.6,05,AK
1984,45.3,-1.0,05,AK
1985,44.2,-2.1,05,AK
1986,45.6,-0.7,05,AK
1987,46.8,0.5,05,AK
1988,48.1,1.8,05,AK
1989,44.9,-1.4,05,AK
1990,51.3,5.0,05,AK
1991,49.2,2.9,05,AK
1992,42.4,-3.9,05,AK
1993,51.4,5.1,05,AK
1994,48.9,2.6,05,AK
1995,51.4,5.1,05,AK
1996,50.2,3.9,05,AK
1997,50.5,4.2,05,AK
1998,47,0.7,05,AK
1999,45.9,-0.4,05,AK
2000,43.6,-2.7,05,AK
2001,41.1,-5.2,05,AK
2002,50.5,4.2,05,AK
2003,46.8,0.5,05,AK
2004,51.6,5.3,05,AK
2005,53.2,6.9,05,AK
2006,49,2.7,05,AK
2007,48.4,2.1,05,AK
2008,47.5,1.2,05,AK
2009,50.1,3.8,05,AK
2010,51,4.7,05,AK
2011,49.6,3.3,05,AK
2012,45.6,-0.7,05,AK
2013,44.6,-1.7,05,AK
2014,51.2,4.9,05,AK
2015,54.3,8.0,05,AK
1925,58.6,0.5,06,AK
1926,63.3,5.2,06,AK
1927,59.7,1.6,06,AK
1928,58.9,0.8,06,AK
1929,59.8,1.7,06,AK
1930,58.4,0.3,06,AK
1931,57.8,-0.3,06,AK
1932,56,-2.1,06,AK
1933,55.6,-2.5,06,AK
1934,58.4,0.3,06,AK
1935,58.5,0.4,06,AK
1936,64.1,6.0,06,AK
1937,60.1,2.0,06,AK
1938,57.3,-0.8,06,AK
1939,59.4,1.3,06,AK
1940,61.1,3.0,06,AK
1941,61.1,3.0,06,AK
1942,59.9,1.8,06,AK
1943,61.1,3.0,06,AK
1944,59,0.9,06,AK
1945,55.6,-2.5,06,AK
1946,59.4,1.3,06,AK
1947,56.8,-1.3,06,AK
1948,57.3,-0.8,06,AK
1949,51,-7.1,06,AK
1950,56.7,-1.4,06,AK
1951,57.5,-0.6,06,AK
1952,56.2,-1.9,06,AK
1953,60.5,2.4,06,AK
1954,57.8,-0.3,06,AK
1955,52.8,-5.3,06,AK
1956,55.6,-2.5,06,AK
1957,62.7,4.6,06,AK
1958,59.8,1.7,06,AK
1959,60.3,2.2,06,AK
1960,55.8,-2.3,06,AK
1961,56.2,-1.9,06,AK
1962,56.5,-1.6,06,AK
1963,53.7,-4.4,06,AK
1964,58.2,0.1,06,AK
1965,54,-4.1,06,AK
1966,58.6,0.5,06,AK
1967,58.5,0.4,06,AK
1968,57.3,-0.8,06,AK
1969,61.1,3.0,06,AK
1970,56.1,-2.0,06,AK
1971,58.3,0.2,06,AK
1972,55.5,-2.6,06,AK
1973,56.1,-2.0,06,AK
1974,56.5,-1.6,06,AK
1975,55,-3.1,06,AK
1976,57.1,-1.0,06,AK
1977,58.2,0.1,06,AK
1978,54.3,-3.8,06,AK
1979,56.7,-1.4,06,AK
1980,56,-2.1,06,AK
1981,57.8,-0.3,06,AK
1982,57.2,-0.9,06,AK
1983,59.3,1.2,06,AK
1984,59.8,1.7,06,AK
1985,55,-3.1,06,AK
1986,59.2,1.1,06,AK
1987,57.4,-0.7,06,AK
1988,58.7,0.6,06,AK
1989,58.3,0.2,06,AK
1990,59.7,1.6,06,AK
1991,60.6,2.5,06,AK
1992,59.8,1.7,06,AK
1993,60.8,2.7,06,AK
1994,58.2,0.1,06,AK
1995,58.3,0.2,06,AK
1996,58.6,0.5,06,AK
1997,61.9,3.8,06,AK
1998,58.1,0.0,06,AK
1999,60,1.9,06,AK
2000,60.8,2.7,06,AK
2001,60.5,2.4,06,AK
2002,59.3,1.2,06,AK
2003,60.2,2.1,06,AK
2004,64.9,6.8,06,AK
2005,62.2,4.1,06,AK
2006,57.3,-0.8,06,AK
2007,60.1,2.0,06,AK
2008,57.1,-1.0,06,AK
2009,58.6,0.5,06,AK
2010,57.7,-0.4,06,AK
2011,57.5,-0.6,06,AK
2012,59.3,1.2,06,AK
2013,64.4,6.3,06,AK
2014,56.3,-1.8,06,AK
2015,61.9,3.8,06,AK
1925,61.7,0.5,07,AK
1926,63,1.8,07,AK
1927,63.8,2.6,07,AK
1928,60,-1.2,07,AK
1929,60.6,-0.6,07,AK
1930,60.8,-0.4,07,AK
1931,60,-1.2,07,AK
1932,60.6,-0.6,07,AK
1933,60.9,-0.3,07,AK
1934,59.4,-1.8,07,AK
1935,61.3,0.1,07,AK
1936,61.8,0.6,07,AK
1937,62.2,1.0,07,AK
1938,60.8,-0.4,07,AK
1939,61.5,0.3,07,AK
1940,63.5,2.3,07,AK
1941,58.9,-2.3,07,AK
1942,61.3,0.1,07,AK
1943,60.2,-1.0,07,AK
1944,61.8,0.6,07,AK
1945,60.2,-1.0,07,AK
1946,62.9,1.7,07,AK
1947,62.3,1.1,07,AK
1948,57.8,-3.4,07,AK
1949,59.4,-1.8,07,AK
1950,62.4,1.2,07,AK
1951,61.6,0.4,07,AK
1952,59.7,-1.5,07,AK
1953,63.6,2.4,07,AK
1954,59,-2.2,07,AK
1955,61.2,0.0,07,AK
1956,61.2,0.0,07,AK
1957,61.4,0.2,07,AK
1958,61.3,0.1,07,AK
1959,56.2,-5.0,07,AK
1960,61,-0.2,07,AK
1961,58.7,-2.5,07,AK
1962,63.1,1.9,07,AK
1963,59.5,-1.7,07,AK
1964,60.6,-0.6,07,AK
1965,58.9,-2.3,07,AK
1966,60.1,-1.1,07,AK
1967,59.5,-1.7,07,AK
1968,64.1,2.9,07,AK
1969,58.6,-2.6,07,AK
1970,58.8,-2.4,07,AK
1971,60.4,-0.8,07,AK
1972,64.4,3.2,07,AK
1973,59.1,-2.1,07,AK
1974,61,-0.2,07,AK
1975,61.7,0.5,07,AK
1976,61.7,0.5,07,AK
1977,64.2,3.0,07,AK
1978,61.9,0.7,07,AK
1979,61.7,0.5,07,AK
1980,60.7,-0.5,07,AK
1981,57.5,-3.7,07,AK
1982,60.7,-0.5,07,AK
1983,61.9,0.7,07,AK
1984,59.6,-1.6,07,AK
1985,62.4,1.2,07,AK
1986,61.8,0.6,07,AK
1987,61.9,0.7,07,AK
1988,63.3,2.1,07,AK
1989,62.8,1.6,07,AK
1990,64.5,3.3,07,AK
1991,60.6,-0.6,07,AK
1992,63.3,2.1,07,AK
1993,65.9,4.7,07,AK
1994,62.9,1.7,07,AK
1995,61.7,0.5,07,AK
1996,61.8,0.6,07,AK
1997,64,2.8,07,AK
1998,62.9,1.7,07,AK
1999,61.3,0.1,07,AK
2000,59.5,-1.7,07,AK
2001,59.1,-2.1,07,AK
2002,62,0.8,07,AK
2003,61.9,0.7,07,AK
2004,66.3,5.1,07,AK
2005,63.1,1.9,07,AK
2006,60.9,-0.3,07,AK
2007,63.9,2.7,07,AK
2008,58.8,-2.4,07,AK
2009,65.6,4.4,07,AK
2010,59.1,-2.1,07,AK
2011,59.6,-1.6,07,AK
2012,59.3,-1.9,07,AK
2013,63.4,2.2,07,AK
2014,60.6,-0.6,07,AK
2015,62.4,1.2,07,AK
1925,60.6,3.4,08,AK
1926,60.8,3.6,08,AK
1927,58.1,0.9,08,AK
1928,55.8,-1.4,08,AK
1929,57.5,0.3,08,AK
1930,57.4,0.2,08,AK
1931,57.8,0.6,08,AK
1932,54.2,-3.0,08,AK
1933,56.8,-0.4,08,AK
1934,56.8,-0.4,08,AK
1935,56.3,-0.9,08,AK
1936,60.5,3.3,08,AK
1937,56.2,-1.0,08,AK
1938,57.1,-0.1,08,AK
1939,55.2,-2.0,08,AK
1940,59.8,2.6,08,AK
1941,60.8,3.6,08,AK
1942,57.5,0.3,08,AK
1943,55.1,-2.1,08,AK
1944,55.7,-1.5,08,AK
1945,54.2,-3.0,08,AK
1946,55.2,-2.0,08,AK
1947,55.2,-2.0,08,AK
1948,53.6,-3.6,08,AK
1949,56.9,-0.3,08,AK
1950,60.7,3.5,08,AK
1951,57.6,0.4,08,AK
1952,56.3,-0.9,08,AK
1953,56,-1.2,08,AK
1954,57.3,0.1,08,AK
1955,54.3,-2.9,08,AK
1956,55.5,-1.7,08,AK
1957,60.6,3.4,08,AK
1958,57.1,-0.1,08,AK
1959,57.4,0.2,08,AK
1960,56,-1.2,08,AK
1961,55.5,-1.7,08,AK
1962,58.4,1.2,08,AK
1963,56.3,-0.9,08,AK
1964,56.6,-0.6,08,AK
1965,54.8,-2.4,08,AK
1966,55.9,-1.3,08,AK
1967,57.6,0.4,08,AK
1968,60.4,3.2,08,AK
1969,52.6,-4.6,08,AK
1970,55,-2.2,08,AK
1971,56,-1.2,08,AK
1972,59.2,2.0,08,AK
1973,54.5,-2.7,08,AK
1974,59.9,2.7,08,AK
1975,57.4,0.2,08,AK
1976,60.6,3.4,08,AK
1977,64,6.8,08,AK
1978,61.3,4.1,08,AK
1979,60.8,3.6,08,AK
1980,55.9,-1.3,08,AK
1981,56.4,-0.8,08,AK
1982,57.6,0.4,08,AK
1983,54.5,-2.7,08,AK
1984,55.3,-1.9,08,AK
1985,56.6,-0.6,08,AK
1986,54.8,-2.4,08,AK
1987,59.8,2.6,08,AK
1988,56.9,-0.3,08,AK
1989,60,2.8,08,AK
1990,60.2,3.0,08,AK
1991,56.7,-0.5,08,AK
1992,56.5,-0.7,08,AK
1993,57.1,-0.1,08,AK
1994,59.4,2.2,08,AK
1995,57.1,-0.1,08,AK
1996,54.9,-2.3,08,AK
1997,59.2,2.0,08,AK
1998,54.1,-3.1,08,AK
1999,58.9,1.7,08,AK
2000,54.3,-2.9,08,AK
2001,57.8,0.6,08,AK
2002,57.4,0.2,08,AK
2003,58.5,1.3,08,AK
2004,64.9,7.7,08,AK
2005,60.9,3.7,08,AK
2006,55.2,-2.0,08,AK
2007,62,4.8,08,AK
2008,56.6,-0.6,08,AK
2009,56.7,-0.5,08,AK
2010,58.6,1.4,08,AK
2011,56.1,-1.1,08,AK
2012,57.3,0.1,08,AK
2013,59,1.8,08,AK
2014,59.7,2.5,08,AK
2015,56.5,-0.7,08,AK
1925,49.5,2.0,09,AK
1926,51.7,4.2,09,AK
1927,44.7,-2.8,09,AK
1928,45.2,-2.3,09,AK
1929,52.1,4.6,09,AK
1930,46.4,-1.1,09,AK
1931,46.5,-1.0,09,AK
1932,45.7,-1.8,09,AK
1933,46.2,-1.3,09,AK
1934,50,2.5,09,AK
1935,47.5,0.0,09,AK
1936,48.5,1.0,09,AK
1937,50.8,3.3,09,AK
1938,48.7,1.2,09,AK
1939,46.7,-0.8,09,AK
1940,48.7,1.2,09,AK
1941,49.6,2.1,09,AK
1942,50.7,3.2,09,AK
1943,45.9,-1.6,09,AK
1944,46,-1.5,09,AK
1945,46.6,-0.9,09,AK
1946,45.9,-1.6,09,AK
1947,45.1,-2.4,09,AK
1948,43.6,-3.9,09,AK
1949,50.2,2.7,09,AK
1950,48.5,1.0,09,AK
1951,47.7,0.2,09,AK
1952,45.3,-2.2,09,AK
1953,47.5,0.0,09,AK
1954,47.6,0.1,09,AK
1955,45.8,-1.7,09,AK
1956,46,-1.5,09,AK
1957,47.4,-0.1,09,AK
1958,46.5,-1.0,09,AK
1959,47.3,-0.2,09,AK
1960,44.1,-3.4,09,AK
1961,47.1,-0.4,09,AK
1962,44.6,-2.9,09,AK
1963,50.1,2.6,09,AK
1964,48.4,0.9,09,AK
1965,49.2,1.7,09,AK
1966,49,1.5,09,AK
1967,48.5,1.0,09,AK
1968,46.2,-1.3,09,AK
1969,51.2,3.7,09,AK
1970,43.5,-4.0,09,AK
1971,46.3,-1.2,09,AK
1972,45.5,-2.0,09,AK
1973,48.5,1.0,09,AK
1974,52.3,4.8,09,AK
1975,45.6,-1.9,09,AK
1976,49.3,1.8,09,AK
1977,49.1,1.6,09,AK
1978,49.8,2.3,09,AK
1979,50.1,2.6,09,AK
1980,45.6,-1.9,09,AK
1981,45.6,-1.9,09,AK
1982,47.5,0.0,09,AK
1983,43.9,-3.6,09,AK
1984,50.6,3.1,09,AK
1985,45.9,-1.6,09,AK
1986,48.7,1.2,09,AK
1987,45.3,-2.2,09,AK
1988,47.3,-0.2,09,AK
1989,50,2.5,09,AK
1990,46.3,-1.2,09,AK
1991,50.1,2.6,09,AK
1992,38.3,-9.2,09,AK
1993,46,-1.5,09,AK
1994,46.8,-0.7,09,AK
1995,52.6,5.1,09,AK
1996,44.6,-2.9,09,AK
1997,51.7,4.2,09,AK
1998,48.2,0.7,09,AK
1999,49.1,1.6,09,AK
2000,44.9,-2.6,09,AK
2001,50.2,2.7,09,AK
2002,49.3,1.8,09,AK
2003,46.9,-0.6,09,AK
2004,44.9,-2.6,09,AK
2005,48.4,0.9,09,AK
2006,51.6,4.1,09,AK
2007,49.8,2.3,09,AK
2008,48.2,0.7,09,AK
2009,48.9,1.4,09,AK
2010,51.4,3.9,09,AK
2011,49.1,1.6,09,AK
2012,46.7,-0.8,09,AK
2013,45.5,-2.0,09,AK
2014,49.9,2.4,09,AK
2015,45.1,-2.4,09,AK
1925,38.5,6.9,10,AK
1926,37.2,5.6,10,AK
1927,29.4,-2.2,10,AK
1928,32.2,0.6,10,AK
1929,33,1.4,10,AK
1930,32.2,0.6,10,AK
1931,30.7,-0.9,10,AK
1932,34,2.4,10,AK
1933,28.7,-2.9,10,AK
1934,35,3.4,10,AK
1935,32.8,1.2,10,AK
1936,35.3,3.7,10,AK
1937,38.2,6.6,10,AK
1938,39.2,7.6,10,AK
1939,30,-1.6,10,AK
1940,33.9,2.3,10,AK
1941,31.9,0.3,10,AK
1942,33.3,1.7,10,AK
1943,35.2,3.6,10,AK
1944,34.2,2.6,10,AK
1945,32.2,0.6,10,AK
1946,35.3,3.7,10,AK
1947,30.9,-0.7,10,AK
1948,30.3,-1.3,10,AK
1949,33.9,2.3,10,AK
1950,33,1.4,10,AK
1951,31.2,-0.4,10,AK
1952,34.9,3.3,10,AK
1953,30.5,-1.1,10,AK
1954,35.3,3.7,10,AK
1955,28.2,-3.4,10,AK
1956,25.3,-6.3,10,AK
1957,35.7,4.1,10,AK
1958,27.3,-4.3,10,AK
1959,31.6,0.0,10,AK
1960,31.3,-0.3,10,AK
1961,27.5,-4.1,10,AK
1962,33.3,1.7,10,AK
